Original Header:

Sensor Name: ADS1015
Cow ID: 129
I2CAddress: 0x48
Sampling frequency: 25 Hz
Data Format: 
	V_a0, V_b0, V_c0, t0
	V_a1, V_b1, V_c1, t1
	...
	...
	...
	V_an, V_bn, V_cn, tn
	Where V_a is the voltage on channel 3 of the ADC in signed short format. (16-bit) This voltage represents the voltage coming off of the GSR sensor. V_b is the votlage coming off of the first ECG on channel 2. It is also in signed short format. V_c is the voltage coming off of the second ECG on channel 1. Cannel 0 is unused. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of these 3 voltages and a timestamp, sequentially written to file. !@#

CSV Header:
All the values are now in Volt units.
The time is in seconds, subtracting off the startTime.
!@#
0.165, 0.028, 0.129, 28.113770
0.165, 4.068, 0.387, 28.154053
0.165, 0.024, 0.167, 28.194764
0.165, 4.094, 0.298, 28.234070
0.165, 4.093, 0.363, 28.274201
0.165, 0.036, 0.162, 28.315155
0.165, 4.079, 0.391, 28.354981
0.165, 0.028, 0.157, 28.394898
0.165, 0.016, 0.317, 28.435151
0.165, 0.041, 0.360, 28.474091
0.165, 0.015, 0.132, 28.514588
0.165, 4.075, 0.384, 28.555787
0.165, 0.015, 0.218, 28.593995
0.165, 0.021, 0.302, 28.634644
0.165, 0.016, 0.355, 28.674500
0.165, 0.036, 0.116, 28.713654
0.165, 0.007, 0.357, 28.753144
0.165, 0.054, 0.250, 28.793549
0.165, 0.028, 0.364, 28.840363
0.162, 0.023, 0.314, 28.876343
0.162, 0.031, 0.130, 28.913788
0.162, 0.333, 0.240, 29.017579
0.162, 0.018, 0.257, 29.050751
0.162, 4.012, 0.095, 29.080445
0.162, 4.069, 0.357, 29.120820
0.162, 4.090, 0.227, 29.160309
0.162, 0.017, 0.310, 29.202118
0.162, 0.003, 0.352, 29.240754
0.162, 0.029, 0.114, 29.280701
0.162, 4.079, 0.369, 29.320801
0.162, 0.033, 0.199, 29.360840
0.162, 0.039, 0.280, 29.400605
0.162, 0.059, 0.314, 29.442719
0.162, 0.024, 0.112, 29.480500
0.162, 4.072, 0.359, 29.520142
0.162, 0.018, 0.236, 29.560669
0.162, 0.014, 0.287, 29.600769
0.162, 0.012, 0.357, 29.640839
0.162, 4.092, 0.117, 29.681885
0.162, 4.046, 0.376, 29.720826
0.162, 0.013, 0.210, 29.761017
0.162, 0.032, 0.288, 29.800751
0.162, 0.015, 0.361, 29.840546
0.162, 4.087, 0.371, 29.886689
0.148, 0.031, 0.385, 29.922394
0.148, 0.038, 0.264, 29.960389
0.148, 0.001, 0.283, 30.000214
0.148, 4.079, 0.371, 30.040741
0.148, 0.045, 0.126, 30.080384
0.148, 4.091, 0.379, 30.121003
0.148, 0.033, 0.215, 30.161103
0.148, 0.041, 0.315, 30.201600
0.148, 0.019, 0.368, 30.240845
0.148, 0.037, 0.135, 30.281250
0.148, 4.080, 0.370, 30.320527
0.148, 0.032, 0.158, 30.361878
0.148, 4.082, 0.287, 30.400605
0.148, 0.008, 0.330, 30.442292
0.148, 0.017, 0.118, 30.480713
0.148, 4.055, 0.382, 30.520874
0.148, 0.015, 0.268, 30.560425
0.148, 0.010, 0.294, 30.600922
0.148, 0.029, 0.368, 30.640778
0.148, 0.051, 0.195, 30.682587
0.148, 4.067, 0.368, 30.720551
0.148, 0.014, 0.206, 30.761170
0.148, 0.010, 0.285, 30.800934
0.148, 4.084, 0.363, 30.840821
0.148, 4.089, 0.352, 30.886383
0.153, 0.012, 0.384, 30.923279
0.153, 0.034, 0.229, 30.961213
0.153, 4.094, 0.296, 31.000672
0.153, 4.059, 0.377, 31.041016
0.153, 0.022, 0.130, 31.081177
0.153, 4.080, 0.379, 31.120789
0.153, 0.028, 0.283, 31.160401
0.153, 0.150, 0.282, 31.217896
0.153, 3.977, 0.392, 31.240632
0.153, 4.083, 0.132, 31.281006
0.153, 4.058, 0.387, 31.321045
0.153, 4.093, 0.215, 31.361573
0.153, 4.085, 0.299, 31.401123
0.153, 4.077, 0.360, 31.441895
0.153, 0.007, 0.131, 31.480286
0.153, 4.084, 0.381, 31.520417
0.153, 0.034, 0.156, 31.562409
0.153, 4.056, 0.298, 31.601014
0.153, 4.059, 0.387, 31.641144
0.153, 0.010, 0.128, 31.681611
0.153, 4.068, 0.394, 31.721192
0.153, 4.095, 0.281, 31.760895
0.153, 0.009, 0.276, 31.800324
0.153, 0.016, 0.386, 31.840851
0.153, 4.065, 0.371, 31.886841
0.161, 0.020, 0.401, 31.922821
0.161, 0.044, 0.274, 31.960999
0.161, 0.004, 0.299, 32.000641
0.161, 4.079, 0.387, 32.040589
0.161, 0.007, 0.134, 32.080964
0.161, 4.052, 0.379, 32.120392
0.161, 0.013, 0.301, 32.160431
0.161, 0.032, 0.301, 32.201294
0.161, 0.018, 0.381, 32.240784
0.161, 0.034, 0.117, 32.280915
0.161, 0.000, 0.362, 32.320221
0.161, 0.034, 0.282, 32.360901
0.161, 0.014, 0.295, 32.400940
0.161, 0.010, 0.344, 32.442383
0.161, 0.015, 0.114, 32.480774
0.161, 4.058, 0.373, 32.520478
0.161, 0.017, 0.211, 32.561615
0.161, 0.035, 0.281, 32.600769
0.161, 4.080, 0.387, 32.640137
0.161, 0.034, 0.119, 32.681672
0.161, 0.028, 0.354, 32.720154
0.161, 0.028, 0.325, 32.760071
0.161, 0.032, 0.245, 32.800171
0.161, 4.075, 0.383, 32.839844
0.161, 4.057, 0.347, 32.886658
0.158, 4.093, 0.387, 32.922944
0.158, 0.024, 0.329, 32.960083
0.158, 0.008, 0.270, 33.000489
0.158, 4.084, 0.387, 33.040619
0.158, 0.020, 0.117, 33.080689
0.158, 4.093, 0.375, 33.121338
0.158, 0.018, 0.312, 33.160279
0.158, 0.020, 0.303, 33.201874
0.158, 0.009, 0.385, 33.240174
0.158, 0.054, 0.120, 33.280365
0.158, 0.004, 0.369, 33.320984
0.158, 0.058, 0.290, 33.360840
0.158, 0.033, 0.217, 33.400055
0.158, 0.009, 0.349, 33.442170
0.158, 0.039, 0.120, 33.480439
0.158, 0.002, 0.358, 33.520783
0.158, 0.047, 0.267, 33.561097
0.158, 0.018, 0.272, 33.600983
0.158, 4.068, 0.378, 33.640229
0.158, 4.087, 0.147, 33.682160
0.158, 4.034, 0.365, 33.720948
0.158, 4.092, 0.317, 33.760346
0.158, 0.006, 0.264, 33.800904
0.158, 4.083, 0.375, 33.840973
0.158, 4.093, 0.320, 33.886170
0.162, 0.041, 0.370, 33.925324
0.162, 0.563, 0.111, 34.151123
0.162, 0.213, 0.227, 34.189759
0.162, 0.123, 0.055, 34.229004
0.162, 0.042, 0.215, 34.270295
0.162, 0.015, 0.234, 34.309693
0.162, 4.088, 0.081, 34.349610
0.162, 4.038, 0.319, 34.389161
0.162, 0.003, 0.083, 34.430787
0.162, 4.075, 0.241, 34.468872
0.162, 4.086, 0.298, 34.509156
0.162, 4.090, 0.116, 34.549775
0.162, 4.066, 0.341, 34.589051
0.162, 0.018, 0.122, 34.629517
0.162, 4.092, 0.289, 34.669770
0.162, 0.030, 0.328, 34.708985
0.162, 0.033, 0.114, 34.749237
0.162, 4.061, 0.369, 34.789307
0.162, 0.026, 0.135, 34.829590
0.162, 4.095, 0.303, 34.869355
0.162, 0.044, 0.344, 34.909058
0.162, 0.036, 0.180, 34.950165
0.162, 4.068, 0.377, 34.989991
0.162, 0.006, 0.143, 35.029786
0.162, 4.055, 0.352, 35.075653
0.157, 4.071, 0.263, 35.111634
0.157, 4.092, 0.156, 35.149262
0.157, 4.076, 0.398, 35.189393
0.157, 0.028, 0.170, 35.229584
0.157, 0.004, 0.330, 35.269715
0.157, 0.021, 0.343, 35.310028
0.157, 0.023, 0.163, 35.349396
0.157, 4.074, 0.400, 35.389588
0.157, 0.035, 0.155, 35.431427
0.157, 0.004, 0.318, 35.469513
0.157, 0.033, 0.354, 35.509552
0.157, 0.020, 0.214, 35.550446
0.157, 4.069, 0.392, 35.589631
0.157, 0.019, 0.179, 35.629700
0.157, 0.018, 0.321, 35.669495
0.157, 0.029, 0.361, 35.709198
0.157, 0.030, 0.176, 35.749787
0.157, 4.088, 0.393, 35.789704
0.157, 0.051, 0.166, 35.829407
0.157, 0.026, 0.318, 35.869599
0.157, 0.033, 0.346, 35.909577
0.157, 0.010, 0.253, 35.950928
0.157, 4.024, 0.391, 35.988648
0.157, 0.043, 0.182, 36.029450
0.157, 0.003, 0.333, 36.076722
0.163, 4.088, 0.280, 36.111573
0.163, 4.081, 0.186, 36.149811
0.163, 4.061, 0.410, 36.189881
0.163, 0.023, 0.139, 36.231415
0.163, 4.091, 0.327, 36.269471
0.163, 0.027, 0.356, 36.309967
0.163, 0.026, 0.190, 36.349945
0.163, 4.078, 0.405, 36.389679
0.163, 0.026, 0.218, 36.430451
0.163, 0.019, 0.309, 36.469147
0.163, 0.021, 0.355, 36.509705
0.163, 0.010, 0.151, 36.549500
0.163, 4.066, 0.392, 36.589386
0.163, 0.025, 0.165, 36.629975
0.163, 0.015, 0.318, 36.669739
0.163, 0.006, 0.371, 36.708924
0.163, 0.016, 0.153, 36.749787
0.163, 4.078, 0.389, 36.789185
0.163, 0.062, 0.157, 36.830018
0.163, 0.013, 0.310, 36.869934
0.163, 0.011, 0.366, 36.908905
0.163, 0.031, 0.224, 36.950928
0.163, 4.037, 0.398, 36.989808
0.163, 0.013, 0.209, 37.029206
0.163, 4.081, 0.352, 37.076050
0.153, 4.090, 0.299, 37.111573
0.153, 0.013, 0.164, 37.149781
0.153, 4.069, 0.409, 37.189637
0.153, 0.020, 0.196, 37.229554
0.153, 0.026, 0.326, 37.270020
0.153, 0.018, 0.357, 37.309815
0.153, 0.013, 0.150, 37.349579
0.153, 4.042, 0.397, 37.389008
0.153, 4.088, 0.199, 37.430939
0.153, 4.093, 0.310, 37.469391
0.153, 0.039, 0.370, 37.509339
0.153, 0.021, 0.148, 37.549683
0.153, 4.088, 0.395, 37.589692
0.153, 0.037, 0.207, 37.629273
0.153, 0.030, 0.293, 37.668885
0.153, 0.009, 0.357, 37.709565
0.153, 0.020, 0.132, 37.749451
0.153, 4.084, 0.390, 37.790162
0.153, 0.042, 0.220, 37.829438
0.153, 0.036, 0.295, 37.869233
0.153, 0.018, 0.367, 37.909028
0.153, 0.036, 0.146, 37.950013
0.153, 4.059, 0.389, 37.989899
0.153, 0.004, 0.162, 38.030274
0.153, 4.068, 0.366, 38.075715
0.162, 4.062, 0.327, 38.111481
0.162, 4.063, 0.132, 38.148804
0.162, 4.082, 0.395, 38.189209
0.162, 0.017, 0.250, 38.229035
0.162, 0.007, 0.301, 38.269074
0.162, 0.013, 0.366, 38.309784
0.162, 0.017, 0.151, 38.349823
0.162, 4.079, 0.387, 38.389313
0.162, 0.054, 0.225, 38.430237
0.162, 0.036, 0.295, 38.469330
0.162, 0.017, 0.361, 38.509552
0.162, 0.039, 0.133, 38.549622
0.162, 4.082, 0.372, 38.589356
0.162, 0.037, 0.201, 38.629487
0.162, 0.028, 0.287, 38.669068
0.162, 0.009, 0.378, 38.708588
0.162, 0.033, 0.110, 38.748719
0.162, 4.087, 0.374, 38.789612
0.162, 0.019, 0.280, 38.828492
0.162, 0.053, 0.282, 38.869294
0.162, 0.023, 0.360, 38.909363
0.162, 0.747, 0.026, 39.180817
0.162, 0.405, 0.130, 39.253785
0.162, 0.000, 4.077, 39.283722
0.162, 4.005, 0.019, 39.330475
4.053, 4.014, 0.016, 39.365570
4.053, 4.033, 0.185, 39.402771
4.053, 4.068, 0.232, 39.444642
4.053, 4.087, 0.062, 39.483094
4.053, 4.074, 0.315, 39.523529
4.053, 0.004, 0.068, 39.565064
4.053, 4.040, 0.258, 39.603730
4.053, 4.088, 0.309, 39.643555
4.053, 4.092, 0.136, 39.684540
4.053, 4.039, 0.355, 39.723267
4.053, 0.004, 0.171, 39.763337
4.053, 0.001, 0.268, 39.802552
4.053, 0.003, 0.351, 39.842713
4.053, 0.016, 0.107, 39.882843
4.053, 4.064, 0.364, 39.923188
4.053, 4.089, 0.220, 39.962769
4.053, 4.093, 0.284, 40.002533
4.053, 0.017, 0.350, 40.043488
4.053, 0.032, 0.129, 40.083527
4.053, 4.058, 0.388, 40.123902
4.053, 0.011, 0.219, 40.162903
4.053, 0.007, 0.301, 40.203095
4.053, 0.004, 0.363, 40.243256
4.053, 0.002, 0.148, 40.283844
4.053, 4.034, 0.159, 40.330872
0.117, 4.042, 0.133, 40.365326
0.117, 4.026, 0.309, 40.403016
0.117, 4.095, 0.369, 40.443604
0.117, 0.011, 0.152, 40.483460
0.117, 4.077, 0.398, 40.523407
0.117, 0.034, 0.189, 40.563782
0.117, 0.019, 0.315, 40.603333
0.117, 0.016, 0.380, 40.642975
0.117, 0.017, 0.193, 40.684601
0.117, 4.077, 0.384, 40.722901
0.117, 0.000, 0.214, 40.763459
0.117, 4.088, 0.317, 40.804688
0.117, 4.081, 0.380, 40.842865
0.117, 0.011, 0.132, 40.883027
0.117, 4.067, 0.398, 40.923462
0.117, 0.020, 0.211, 40.963501
0.117, 0.014, 0.312, 41.003510
0.117, 0.024, 0.368, 41.043427
0.117, 0.015, 0.131, 41.083130
0.117, 4.088, 0.394, 41.123414
0.117, 0.011, 0.247, 41.162903
0.117, 0.029, 0.310, 41.203461
0.117, 0.015, 0.363, 41.243592
0.117, 0.028, 0.130, 41.282929
0.117, 4.062, 0.198, 41.330292
0.147, 4.062, 0.137, 41.366333
0.147, 4.034, 0.303, 41.402588
0.147, 4.084, 0.352, 41.445069
0.147, 0.003, 0.153, 41.483796
0.147, 4.071, 0.409, 41.523896
0.147, 0.005, 0.231, 41.563172
0.147, 0.036, 0.283, 41.602387
0.147, 0.037, 0.381, 41.642334
0.147, 0.078, 0.137, 41.683869
0.147, 4.081, 0.379, 41.723267
0.147, 0.039, 0.218, 41.763337
0.147, 0.023, 0.296, 41.804688
0.147, 0.011, 0.361, 41.843293
0.147, 0.009, 0.133, 41.883454
0.147, 4.073, 0.382, 41.923218
0.147, 0.000, 0.223, 41.963318
0.147, 0.000, 0.289, 42.002900
0.147, 4.083, 0.367, 42.043702
0.147, 0.016, 0.115, 42.082612
0.147, 4.070, 0.378, 42.122803
0.147, 0.020, 0.280, 42.162476
0.147, 0.039, 0.291, 42.203186
0.147, 0.021, 0.373, 42.242615
0.147, 0.078, 0.126, 42.283448
0.147, 4.089, 0.188, 42.330201
0.149, 4.088, 0.138, 42.365082
0.149, 4.057, 0.302, 42.403443
0.149, 0.003, 0.358, 42.444031
0.149, 0.019, 0.131, 42.483429
0.149, 4.057, 0.387, 42.523529
0.149, 4.069, 0.226, 42.563263
0.149, 0.000, 0.293, 42.602875
0.149, 4.091, 0.371, 42.643525
0.149, 0.042, 0.139, 42.683869
0.149, 4.064, 0.390, 42.724060
0.149, 0.013, 0.217, 42.763459
0.149, 0.014, 0.277, 42.804078
0.149, 4.087, 0.372, 42.842926
0.149, 0.013, 0.117, 42.882935
0.149, 4.075, 0.366, 42.922608
0.149, 0.031, 0.260, 42.962799
0.149, 0.008, 0.286, 43.003174
0.149, 4.091, 0.366, 43.043610
0.149, 0.027, 0.114, 43.082520
0.149, 4.090, 0.367, 43.122651
0.149, 0.036, 0.245, 43.163269
0.149, 0.017, 0.265, 43.202576
0.149, 0.009, 0.372, 43.242798
0.149, 0.059, 0.112, 43.282654
0.149, 4.076, 0.216, 43.330018
0.165, 4.089, 0.116, 43.366120
0.165, 4.055, 0.309, 43.403687
0.165, 0.016, 0.367, 43.443299
0.165, 0.056, 0.112, 43.482819
0.165, 0.000, 0.379, 43.523529
0.165, 0.027, 0.198, 43.563752
0.165, 0.027, 0.293, 43.603424
0.165, 0.011, 0.367, 43.643189
0.165, 0.019, 0.137, 43.684143
0.165, 4.066, 0.359, 43.722504
0.165, 0.027, 0.266, 43.762879
0.165, 0.060, 0.278, 43.804627
0.165, 0.025, 0.359, 43.843140
0.165, 0.044, 0.116, 43.883484
0.165, 0.729, 0.252, 44.043366
0.165, 0.590, 4.024, 44.233216
0.165, 0.152, 0.207, 44.258789
0.165, 0.081, 4.063, 44.299744
0.165, 4.036, 0.229, 44.339325
0.165, 4.065, 0.127, 44.379792
0.165, 4.033, 0.127, 44.419037
0.165, 4.043, 0.279, 44.459107
0.165, 4.063, 0.034, 44.499817
0.165, 4.051, 0.279, 44.539093
0.165, 4.065, 0.154, 44.585450
3.949, 4.034, 0.282, 44.621460
3.949, 4.047, 0.351, 44.659333
3.949, 0.003, 0.098, 44.700104
3.949, 4.041, 0.352, 44.739869
3.949, 0.017, 0.273, 44.779541
3.949, 0.008, 0.262, 44.819611
3.949, 4.076, 0.369, 44.859528
3.949, 0.006, 0.107, 44.899353
3.949, 4.054, 0.357, 44.939240
3.949, 4.081, 0.302, 44.979248
3.949, 0.001, 0.267, 45.019288
3.949, 4.081, 0.389, 45.058991
3.949, 0.041, 0.116, 45.099244
3.949, 4.090, 0.367, 45.139466
3.949, 0.034, 0.286, 45.180176
3.949, 0.015, 0.263, 45.219361
3.949, 0.005, 0.380, 45.259430
3.949, 0.021, 0.114, 45.299775
3.949, 0.005, 0.369, 45.339508
3.949, 0.020, 0.294, 45.379395
3.949, 0.004, 0.285, 45.419739
3.949, 0.013, 0.384, 45.459382
3.949, 0.040, 0.116, 45.499268
3.949, 4.092, 0.366, 45.539460
3.949, 4.093, 0.168, 45.584900
3.949, 4.067, 0.322, 45.621247
3.949, 0.008, 0.389, 45.659516
3.949, 0.041, 0.136, 45.700623
3.949, 4.076, 0.371, 45.739228
3.949, 0.028, 0.308, 45.779297
3.949, 0.002, 0.285, 45.819642
3.949, 4.091, 0.386, 45.859284
3.949, 0.026, 0.123, 45.899506
3.949, 4.089, 0.388, 45.940644
3.949, 0.012, 0.282, 45.979889
3.949, 0.023, 0.278, 46.019867
3.949, 4.075, 0.380, 46.060242
3.949, 0.025, 0.127, 46.099427
3.949, 4.083, 0.366, 46.139405
3.949, 0.013, 0.209, 46.180909
3.949, 0.006, 0.251, 46.219269
3.949, 4.087, 0.392, 46.258545
3.949, 0.040, 0.133, 46.298951
3.949, 0.017, 0.350, 46.339173
3.949, 0.062, 0.323, 46.378998
3.949, 0.052, 0.219, 46.419098
3.949, 4.068, 0.380, 46.459351
3.949, 0.009, 0.114, 46.499299
3.949, 4.065, 0.361, 46.539338
3.949, 4.087, 0.153, 46.584961
3.949, 4.037, 0.310, 46.620881
3.949, 4.082, 0.394, 46.658997
3.949, 0.013, 0.130, 46.700440
3.949, 4.070, 0.340, 46.738617
3.949, 0.018, 0.307, 46.779633
3.949, 0.031, 0.236, 46.819001
3.949, 0.007, 0.378, 46.859589
3.949, 0.040, 0.127, 46.899506
3.949, 0.013, 0.371, 46.940186
3.949, 4.080, 0.310, 46.979523
3.949, 4.094, 0.258, 47.019532
3.949, 4.076, 0.373, 47.060303
3.949, 0.030, 0.128, 47.099183
3.949, 0.025, 0.351, 47.139252
3.949, 0.034, 0.320, 47.180146
3.949, 0.030, 0.245, 47.219330
3.949, 4.072, 0.385, 47.259095
3.949, 0.009, 0.120, 47.299561
3.949, 4.071, 0.369, 47.339631
3.949, 0.039, 0.303, 47.379792
3.949, 0.027, 0.257, 47.419678
3.949, 0.000, 0.383, 47.459626
3.949, 0.036, 0.120, 47.499421
3.949, 0.014, 0.357, 47.539490
3.949, 4.086, 0.144, 47.584626
3.949, 4.029, 0.322, 47.621491
3.949, 4.060, 0.400, 47.659516
3.949, 0.025, 0.132, 47.700348
3.949, 4.085, 0.365, 47.739228
3.949, 0.045, 0.308, 47.779450
3.949, 0.015, 0.268, 47.819733
3.949, 4.082, 0.388, 47.859253
3.949, 0.036, 0.116, 47.899750
3.949, 4.090, 0.378, 47.940552
3.949, 0.015, 0.319, 47.979371
3.949, 0.008, 0.261, 48.019562
3.949, 4.088, 0.377, 48.060151
3.949, 0.025, 0.145, 48.098694
3.949, 0.011, 0.348, 48.139252
3.949, 0.029, 0.199, 48.180970
3.949, 0.020, 0.266, 48.219880
3.949, 0.006, 0.384, 48.259552
3.949, 0.026, 0.126, 48.299714
3.949, 4.072, 0.362, 48.339570
3.949, 0.013, 0.298, 48.379731
3.949, 0.021, 0.247, 48.419342
3.949, 4.067, 0.392, 48.458985
3.949, 0.031, 0.120, 48.499634
3.949, 4.076, 0.350, 48.539368
3.949, 4.087, 0.142, 48.584656
3.949, 4.029, 0.341, 48.621949
3.949, 0.005, 0.395, 48.659638
3.949, 0.010, 0.129, 48.700196
3.949, 4.042, 0.382, 48.739869
3.949, 4.072, 0.354, 48.778931
3.949, 0.008, 0.248, 48.819336
3.949, 4.074, 0.399, 48.859620
3.949, 0.026, 0.136, 48.899170
3.949, 0.426, 0.231, 49.003632
3.949, 0.077, 0.243, 49.036957
3.949, 4.043, 0.087, 49.066956
3.949, 4.064, 0.344, 49.106965
3.949, 0.019, 0.253, 49.146882
3.949, 0.015, 0.263, 49.187317
3.949, 4.094, 0.341, 49.227204
3.949, 0.021, 0.116, 49.267975
3.949, 4.065, 0.374, 49.308594
3.949, 0.001, 0.174, 49.347962
3.949, 4.084, 0.266, 49.386872
3.949, 4.086, 0.361, 49.428162
3.949, 0.008, 0.117, 49.467774
3.949, 4.056, 0.361, 49.506775
3.949, 4.080, 0.269, 49.546967
3.949, 0.006, 0.287, 49.587067
3.949, 4.071, 0.122, 49.632813
4.014, 4.036, 0.202, 49.668915
4.014, 4.063, 0.377, 49.706818
4.014, 0.023, 0.287, 49.746888
4.014, 0.021, 0.284, 49.786957
4.014, 0.008, 0.363, 49.827942
4.014, 0.042, 0.124, 49.867249
4.014, 0.004, 0.383, 49.907776
4.014, 0.035, 0.196, 49.947907
4.014, 4.068, 0.313, 49.987854
4.014, 4.064, 0.380, 50.027588
4.014, 0.009, 0.145, 50.067902
4.014, 4.074, 0.381, 50.107087
4.014, 0.023, 0.243, 50.147278
4.014, 0.031, 0.304, 50.187806
4.014, 0.027, 0.376, 50.227326
4.014, 0.042, 0.117, 50.266816
4.014, 0.024, 0.383, 50.308533
4.014, 0.038, 0.239, 50.347321
4.014, 0.041, 0.282, 50.387116
4.014, 4.083, 0.373, 50.428711
4.014, 4.090, 0.127, 50.467560
4.014, 4.068, 0.379, 50.507813
4.014, 4.086, 0.243, 50.547364
4.014, 0.012, 0.272, 50.586976
4.014, 4.081, 0.139, 50.632538
3.964, 4.077, 0.250, 50.669739
3.964, 4.015, 0.375, 50.706757
3.964, 4.090, 0.288, 50.746918
3.964, 0.004, 0.301, 50.787384
3.964, 4.078, 0.391, 50.826203
3.964, 0.017, 0.131, 50.866822
3.964, 4.072, 0.375, 50.906830
3.964, 0.030, 0.214, 50.948059
3.964, 4.094, 0.294, 50.987244
3.964, 4.082, 0.390, 51.027070
3.964, 0.013, 0.145, 51.068207
3.964, 4.065, 0.364, 51.106690
3.964, 0.033, 0.284, 51.146943
3.964, 0.033, 0.282, 51.187531
3.964, 0.015, 0.367, 51.227814
3.964, 0.064, 0.117, 51.267579
3.964, 0.019, 0.383, 51.308747
3.964, 0.021, 0.279, 51.346985
3.964, 0.030, 0.252, 51.386872
3.964, 4.068, 0.376, 51.426178
3.964, 0.020, 0.109, 51.466950
3.964, 4.079, 0.358, 51.506836
3.964, 0.017, 0.280, 51.546967
3.964, 0.015, 0.271, 51.587342
3.964, 4.062, 0.166, 51.631958
4.018, 4.064, 0.189, 51.669373
4.018, 4.038, 0.376, 51.706910
4.018, 4.071, 0.240, 51.747651
4.018, 4.080, 0.303, 51.787659
4.018, 4.063, 0.382, 51.827393
4.018, 0.010, 0.131, 51.867585
4.018, 4.085, 0.375, 51.906861
4.018, 0.039, 0.216, 51.947968
4.018, 4.095, 0.248, 51.986634
4.018, 4.074, 0.374, 52.027741
4.018, 0.029, 0.129, 52.067933
4.018, 4.076, 0.365, 52.106842
4.018, 0.029, 0.266, 52.147217
4.018, 0.046, 0.284, 52.187592
4.018, 0.013, 0.367, 52.227204
4.018, 0.064, 0.113, 52.266999
4.018, 0.006, 0.377, 52.308075
4.018, 0.043, 0.284, 52.347046
4.018, 0.031, 0.276, 52.387421
4.018, 4.071, 0.369, 52.428864
4.018, 4.076, 0.115, 52.467286
4.018, 4.065, 0.370, 52.507203
4.018, 0.020, 0.291, 52.547089
4.018, 0.020, 0.269, 52.587159
4.018, 4.057, 0.191, 52.631623
3.979, 4.065, 0.244, 52.670197
3.979, 4.023, 0.389, 52.707642
3.979, 4.071, 0.236, 52.747864
3.979, 0.001, 0.288, 52.787354
3.979, 4.081, 0.384, 52.827515
3.979, 0.024, 0.131, 52.867493
3.979, 4.085, 0.384, 52.907837
3.979, 0.030, 0.181, 52.948609
3.979, 4.078, 0.294, 52.987671
3.979, 4.084, 0.370, 53.027436
3.979, 0.020, 0.142, 53.068604
3.979, 4.067, 0.376, 53.107422
3.979, 0.029, 0.305, 53.146882
3.979, 0.006, 0.286, 53.187684
3.979, 4.064, 0.379, 53.227723
3.979, 0.004, 0.120, 53.266968
3.979, 4.076, 0.384, 53.307831
3.979, 0.035, 0.267, 53.347504
3.979, 0.008, 0.292, 53.387482
3.979, 4.082, 0.389, 53.428254
3.979, 0.038, 0.127, 53.467591
3.979, 4.075, 0.369, 53.507233
3.979, 0.031, 0.271, 53.547364
3.979, 0.020, 0.267, 53.587159
3.979, 4.052, 0.160, 53.632538
3.983, 4.061, 0.235, 53.669861
3.983, 4.045, 0.382, 53.707642
3.983, 0.017, 0.279, 53.747467
3.983, 0.029, 0.250, 53.787049
3.983, 0.004, 0.374, 53.827790
3.983, 0.031, 0.117, 53.867188
3.983, 4.092, 0.368, 53.907349
3.983, 0.345, 0.241, 53.996888
3.983, 0.099, 0.287, 54.022370
3.983, 4.037, 0.322, 54.046112
3.983, 3.976, 0.146, 54.068695
3.983, 4.033, 0.388, 54.107544
3.983, 4.071, 0.298, 54.147400
3.983, 0.004, 0.320, 54.188324
3.983, 4.092, 0.399, 54.226746
3.983, 0.030, 0.154, 54.266266
3.983, 0.015, 0.384, 54.307770
3.983, 0.042, 0.312, 54.346955
3.983, 0.021, 0.252, 54.386841
3.983, 0.000, 0.387, 54.428040
3.983, 0.044, 0.127, 54.466950
3.983, 4.080, 0.376, 54.507721
3.983, 0.031, 0.288, 54.547150
3.983, 0.058, 0.285, 54.587738
3.983, 4.086, 0.151, 54.632538
0.007, 4.073, 0.185, 54.669556
0.007, 4.027, 0.376, 54.707215
0.007, 4.094, 0.338, 54.746277
0.007, 0.018, 0.244, 54.786896
0.007, 4.074, 0.390, 54.826813
0.007, 0.034, 0.120, 54.866791
0.007, 4.080, 0.371, 54.907227
0.007, 0.054, 0.117, 54.950074
0.007, 4.063, 0.274, 54.987732
0.007, 4.068, 0.388, 55.027161
0.007, 0.031, 0.124, 55.068177
0.007, 4.073, 0.366, 55.107422
0.007, 0.044, 0.245, 55.147950
0.007, 0.023, 0.241, 55.187012
0.007, 4.075, 0.373, 55.227631
0.007, 0.008, 0.115, 55.267212
0.007, 4.072, 0.364, 55.307312
0.007, 0.030, 0.310, 55.347016
0.007, 0.036, 0.266, 55.387360
0.007, 4.077, 0.376, 55.428467
0.007, 0.010, 0.114, 55.467499
0.007, 4.070, 0.374, 55.507752
0.007, 0.015, 0.304, 55.547028
0.007, 0.006, 0.267, 55.587403
0.007, 4.042, 0.158, 55.632630
3.989, 4.038, 0.215, 55.669831
3.989, 4.054, 0.386, 55.707764
3.989, 0.001, 0.302, 55.747376
3.989, 0.020, 0.243, 55.786805
3.989, 4.082, 0.394, 55.826966
3.989, 0.002, 0.125, 55.867554
3.989, 4.054, 0.380, 55.907685
3.989, 0.001, 0.206, 55.948456
3.989, 4.079, 0.186, 55.986084
3.989, 0.153, 0.160, 56.055970
3.989, 0.176, 0.134, 56.101868
3.989, 3.992, 0.400, 56.125489
3.989, 3.982, 0.263, 56.148285
