Original Header:

Sensor Name: ADS1015
Cow ID: 129
I2CAddress: 0x48
Sampling frequency: 25 Hz
Data Format: 
	V_a0, V_b0, V_c0, t0
	V_a1, V_b1, V_c1, t1
	...
	...
	...
	V_an, V_bn, V_cn, tn
	Where V_a is the voltage on channel 3 of the ADC in signed short format. (16-bit) This voltage represents the voltage coming off of the GSR sensor. V_b is the votlage coming off of the first ECG on channel 2. It is also in signed short format. V_c is the voltage coming off of the second ECG on channel 1. Cannel 0 is unused. t is the time that the data point was taken in seconds, from the epoch. It is a double precision float. (64-bit) Each data point consists of these 3 voltages and a timestamp, sequentially written to file. !@#

CSV Header:
All the values are now in Volt units.
The time is in seconds, subtracting off the startTime.
!@#
0.155, 4.072, 0.355, 2539.938630
0.154, 0.003, 0.362, 2539.975586
0.154, 4.080, 0.220, 2540.011506
0.154, 4.086, 0.304, 2540.050476
0.154, 0.001, 0.356, 2540.092408
0.154, 0.005, 0.147, 2540.130188
0.154, 4.046, 0.384, 2540.171692
0.154, 0.028, 0.150, 2540.213044
0.154, 4.060, 0.296, 2540.250458
0.154, 0.024, 0.349, 2540.292603
0.154, 0.037, 0.151, 2540.331391
0.154, 4.087, 0.405, 2540.373322
0.154, 0.165, 0.112, 2540.430329
0.154, 4.078, 0.320, 2540.459870
0.154, 4.066, 0.362, 2540.492768
0.154, 0.025, 0.141, 2540.530854
0.154, 4.053, 0.420, 2540.572297
0.154, 4.089, 0.193, 2540.611786
0.154, 4.077, 0.275, 2540.650269
0.154, 4.089, 0.357, 2540.692322
0.154, 0.018, 0.133, 2540.730896
0.154, 4.066, 0.354, 2540.771729
0.154, 0.016, 0.195, 2540.811676
0.154, 0.015, 0.289, 2540.850739
0.154, 0.008, 0.352, 2540.892395
0.154, 0.009, 0.379, 2540.940247
0.154, 0.028, 0.354, 2540.975800
0.154, 0.014, 0.213, 2541.011811
0.154, 0.010, 0.275, 2541.050385
0.154, 0.028, 0.359, 2541.092896
0.154, 0.046, 0.138, 2541.130066
0.154, 0.004, 0.365, 2541.171753
0.154, 0.055, 0.118, 2541.213959
0.154, 4.055, 0.272, 2541.250580
0.154, 4.093, 0.347, 2541.292633
0.154, 0.034, 0.133, 2541.331269
0.154, 4.080, 0.347, 2541.371766
0.154, 0.001, 0.226, 2541.411438
0.154, 0.008, 0.306, 2541.453339
0.154, 0.024, 0.349, 2541.492341
0.154, 0.047, 0.120, 2541.530304
0.154, 4.095, 0.346, 2541.571717
0.154, 0.060, 0.209, 2541.611481
0.154, 0.013, 0.279, 2541.650818
0.154, 0.006, 0.350, 2541.692322
0.154, 0.038, 0.111, 2541.731080
0.154, 4.082, 0.400, 2541.772767
0.154, 0.016, 0.209, 2541.811707
0.154, 4.091, 0.273, 2541.850739
0.154, 0.015, 0.345, 2541.892792
0.154, 4.057, 0.321, 2541.938477
0.152, 0.045, 0.331, 2541.976868
0.152, 0.008, 0.219, 2542.011872
0.152, 0.008, 0.251, 2542.050354
0.152, 4.087, 0.360, 2542.092560
0.152, 0.015, 0.134, 2542.130616
0.152, 4.050, 0.418, 2542.172425
0.152, 0.043, 0.142, 2542.213746
0.152, 4.042, 0.249, 2542.250397
0.152, 0.003, 0.368, 2542.292450
0.152, 0.020, 0.142, 2542.331726
0.152, 4.060, 0.358, 2542.371888
0.152, 0.029, 0.217, 2542.411896
0.152, 0.002, 0.303, 2542.453980
0.152, 4.062, 0.365, 2542.492646
0.152, 0.001, 0.138, 2542.530487
0.152, 4.067, 0.360, 2542.571778
0.152, 0.030, 0.212, 2542.611878
0.152, 0.010, 0.266, 2542.650757
0.152, 4.076, 0.361, 2542.692566
0.152, 0.008, 0.127, 2542.730774
0.152, 4.058, 0.332, 2542.771790
0.152, 0.033, 0.252, 2542.811493
0.152, 0.020, 0.244, 2542.850556
0.152, 4.066, 0.364, 2542.892426
0.152, 4.081, 0.393, 2542.940857
0.144, 0.001, 0.373, 2542.975769
0.144, 4.074, 0.296, 2543.011475
0.144, 0.001, 0.276, 2543.050873
0.144, 0.025, 0.335, 2543.094178
0.144, 0.044, 0.135, 2543.130829
0.144, 4.087, 0.339, 2543.171936
0.144, 0.086, 0.160, 2543.213074
0.144, 0.010, 0.224, 2543.250397
0.144, 4.083, 0.375, 2543.292328
0.144, 0.022, 0.132, 2543.331849
0.144, 4.030, 0.405, 2543.372498
0.144, 0.044, 0.272, 2543.411530
0.144, 0.038, 0.291, 2543.453980
0.144, 4.064, 0.371, 2543.492493
0.144, 0.014, 0.128, 2543.531189
0.144, 4.050, 0.339, 2543.571747
0.144, 0.049, 0.254, 2543.611695
0.144, 0.016, 0.202, 2543.650269
0.144, 4.078, 0.368, 2543.692719
0.144, 0.028, 0.154, 2543.729920
0.144, 4.089, 0.330, 2543.771882
0.144, 0.077, 0.255, 2543.811707
0.144, 0.046, 0.190, 2543.850342
0.144, 0.011, 0.359, 2543.892731
0.144, 0.012, 0.299, 2543.938721
0.158, 0.028, 0.345, 2543.975861
0.158, 0.010, 0.257, 2544.011994
0.158, 0.002, 0.231, 2544.050721
0.158, 4.083, 0.357, 2544.093811
0.158, 0.018, 0.143, 2544.130799
0.158, 4.081, 0.331, 2544.171784
0.158, 0.031, 0.284, 2544.211609
0.158, 0.019, 0.191, 2544.250306
0.158, 4.074, 0.379, 2544.292389
0.158, 0.028, 0.130, 2544.331910
0.158, 4.091, 0.401, 2544.373566
0.158, 0.041, 0.323, 2544.411072
0.158, 0.014, 0.296, 2544.454194
0.158, 4.070, 0.368, 2544.492737
0.158, 0.000, 0.145, 2544.530426
0.158, 4.045, 0.403, 2544.573975
0.158, 0.055, 0.279, 2544.611847
0.158, 0.020, 0.182, 2544.650238
0.158, 0.016, 0.377, 2544.692353
0.158, 0.008, 0.134, 2544.731293
0.158, 4.080, 0.314, 2544.771637
0.158, 0.022, 0.290, 2544.811646
0.158, 0.029, 0.165, 2544.850251
0.158, 4.087, 0.367, 2544.892487
0.158, 0.005, 0.385, 2544.939881
0.123, 0.033, 0.375, 2544.976197
0.123, 4.094, 0.329, 2545.011292
0.123, 0.027, 0.215, 2545.050782
0.123, 4.087, 0.360, 2545.094208
0.123, 4.089, 0.149, 2545.130921
0.123, 4.050, 0.405, 2545.172272
0.123, 0.052, 0.148, 2545.213959
0.123, 4.076, 0.178, 2545.250428
0.123, 4.081, 0.388, 2545.292572
0.123, 0.044, 0.130, 2545.331849
0.123, 4.087, 0.398, 2545.375702
0.123, 0.378, 0.222, 2545.485993
0.123, 0.081, 0.268, 2545.511383
0.123, 0.031, 0.129, 2545.550385
0.123, 0.028, 0.298, 2545.594513
0.123, 0.022, 0.109, 2545.630860
0.123, 4.088, 0.362, 2545.674530
0.123, 0.040, 0.268, 2545.711823
0.123, 0.009, 0.276, 2545.755158
0.123, 0.015, 0.328, 2545.794617
0.123, 0.011, 0.110, 2545.831726
0.123, 4.060, 0.382, 2545.873444
0.123, 0.010, 0.294, 2545.911835
0.123, 0.018, 0.384, 2545.955933
0.123, 0.000, 0.163, 2546.000672
0.039, 4.021, 0.180, 2546.033783
0.039, 4.024, 0.416, 2546.075196
0.039, 0.008, 0.323, 2546.111786
0.039, 0.009, 0.163, 2546.150086
0.039, 0.007, 0.345, 2546.194580
0.039, 0.039, 0.132, 2546.232392
0.039, 4.087, 0.404, 2546.273468
0.039, 0.035, 0.343, 2546.311402
0.039, 0.058, 0.250, 2546.353852
0.039, 0.011, 0.342, 2546.394226
0.039, 0.029, 0.161, 2546.430695
0.039, 0.034, 0.397, 2546.474518
0.039, 0.032, 0.340, 2546.511414
0.039, 0.037, 0.164, 2546.550599
0.039, 0.015, 0.322, 2546.595276
0.039, 0.016, 0.170, 2546.630616
0.039, 0.002, 0.398, 2546.674286
0.039, 0.072, 0.227, 2546.713044
0.039, 0.026, 0.281, 2546.754487
0.039, 0.013, 0.351, 2546.793946
0.039, 0.018, 0.132, 2546.831574
0.039, 0.004, 0.398, 2546.874207
0.039, 0.040, 0.322, 2546.911866
0.039, 0.040, 0.275, 2546.954651
0.039, 4.063, 0.130, 2547.000519
0.069, 4.025, 0.139, 2547.033387
0.069, 4.050, 0.404, 2547.075043
0.069, 0.024, 0.344, 2547.111634
0.069, 0.036, 0.289, 2547.154480
0.069, 0.010, 0.364, 2547.193879
0.069, 0.024, 0.182, 2547.230896
0.069, 0.017, 0.402, 2547.274170
0.069, 0.028, 0.313, 2547.312073
0.069, 0.021, 0.273, 2547.354615
0.069, 4.090, 0.385, 2547.392426
0.069, 0.023, 0.177, 2547.430756
0.069, 0.045, 0.399, 2547.474030
0.069, 0.038, 0.324, 2547.511994
0.069, 0.026, 0.252, 2547.554230
0.069, 4.095, 0.316, 2547.595643
0.069, 4.085, 0.131, 2547.632294
0.069, 4.057, 0.399, 2547.674164
0.069, 0.049, 0.200, 2547.713623
0.069, 4.093, 0.163, 2547.750824
0.069, 0.003, 0.351, 2547.794526
0.069, 0.038, 0.156, 2547.831421
0.069, 0.015, 0.385, 2547.873597
0.069, 0.022, 0.343, 2547.911683
0.069, 0.063, 0.301, 2547.955231
0.069, 4.077, 0.249, 2548.004151
0.110, 4.031, 0.154, 2548.033936
0.110, 4.024, 0.401, 2548.074768
0.110, 0.006, 0.352, 2548.111817
0.110, 0.028, 0.147, 2548.150086
0.110, 0.016, 0.372, 2548.194001
0.110, 0.033, 0.207, 2548.230500
0.110, 0.028, 0.399, 2548.273529
0.110, 0.048, 0.354, 2548.311829
0.110, 0.060, 0.237, 2548.354187
0.110, 4.077, 0.397, 2548.392823
0.110, 0.021, 0.134, 2548.431916
0.110, 4.088, 0.406, 2548.474518
0.110, 4.090, 0.348, 2548.511445
0.110, 0.020, 0.147, 2548.550660
0.110, 4.091, 0.348, 2548.595185
0.110, 4.093, 0.195, 2548.630677
0.110, 0.010, 0.400, 2548.674195
0.110, 0.044, 0.337, 2548.712037
0.110, 0.039, 0.237, 2548.754242
0.110, 4.052, 0.397, 2548.792511
0.110, 0.002, 0.155, 2548.831452
0.110, 0.002, 0.406, 2548.874207
0.110, 0.013, 0.348, 2548.912018
0.110, 0.023, 0.304, 2548.955353
0.110, 4.066, 0.133, 2549.000611
0.015, 4.031, 0.227, 2549.037659
0.015, 4.039, 0.425, 2549.075257
0.015, 4.087, 0.376, 2549.111176
0.015, 0.011, 0.218, 2549.153962
0.015, 0.026, 0.376, 2549.194519
0.015, 4.093, 0.208, 2549.230835
0.015, 0.023, 0.416, 2549.274201
0.015, 0.074, 0.351, 2549.311799
0.015, 0.039, 0.246, 2549.354493
0.015, 0.022, 0.371, 2549.394043
0.015, 4.093, 0.212, 2549.430726
0.015, 0.022, 0.408, 2549.474244
0.015, 0.048, 0.359, 2549.512055
0.015, 0.019, 0.193, 2549.553803
0.015, 0.036, 0.134, 2549.600739
0.015, 3.995, 0.187, 2549.631318
0.015, 4.086, 0.402, 2549.673584
0.015, 0.038, 0.298, 2549.713074
0.015, 0.025, 0.190, 2549.754059
0.015, 4.084, 0.385, 2549.793915
0.015, 0.022, 0.190, 2549.831086
0.015, 0.025, 0.405, 2549.874237
0.015, 0.057, 0.355, 2549.911530
0.015, 0.052, 0.192, 2549.954132
0.015, 4.044, 0.117, 2550.000336
0.073, 4.031, 0.132, 2550.033265
0.073, 4.067, 0.415, 2550.075684
0.073, 0.020, 0.372, 2550.111298
0.073, 0.042, 0.149, 2550.150727
0.073, 0.007, 0.414, 2550.192627
0.073, 0.030, 0.215, 2550.230774
0.073, 0.053, 0.393, 2550.274140
0.073, 0.046, 0.347, 2550.311676
0.073, 0.060, 0.224, 2550.354584
0.073, 0.525, 0.124, 2550.480896
0.073, 0.290, 0.170, 2550.513611
0.073, 0.173, 0.309, 2550.556977
0.073, 0.124, 0.202, 2550.596741
0.073, 0.057, 0.132, 2550.637757
0.073, 4.074, 0.345, 2550.675843
0.073, 4.095, 0.090, 2550.715912
0.073, 4.071, 0.360, 2550.757721
0.073, 0.017, 0.317, 2550.795380
0.073, 0.001, 0.189, 2550.837952
0.073, 4.066, 0.347, 2550.877686
0.073, 4.065, 0.225, 2550.913941
0.073, 0.025, 0.373, 2550.957703
0.073, 0.042, 0.344, 2550.995240
0.073, 0.008, 0.117, 2551.033966
0.073, 4.086, 0.175, 2551.087616
0.051, 4.024, 0.111, 2551.116761
0.051, 4.021, 0.395, 2551.157166
0.051, 0.002, 0.355, 2551.195313
0.051, 0.033, 0.130, 2551.233643
0.051, 0.032, 0.396, 2551.275696
0.051, 0.064, 0.140, 2551.315796
0.051, 0.015, 0.396, 2551.357758
0.051, 0.055, 0.350, 2551.395173
0.051, 0.018, 0.215, 2551.437958
0.051, 4.054, 0.378, 2551.477784
0.051, 0.008, 0.143, 2551.515992
0.051, 4.053, 0.395, 2551.557068
0.051, 0.025, 0.356, 2551.595398
0.051, 0.016, 0.196, 2551.637787
0.051, 0.007, 0.375, 2551.677979
0.051, 0.042, 0.145, 2551.715607
0.051, 0.017, 0.393, 2551.757721
0.051, 0.041, 0.359, 2551.795258
0.051, 0.015, 0.251, 2551.838532
0.051, 4.073, 0.382, 2551.877442
0.051, 0.007, 0.213, 2551.914673
0.051, 0.036, 0.398, 2551.957612
0.051, 0.043, 0.366, 2551.995331
0.051, 0.041, 0.217, 2552.037995
0.051, 4.089, 0.173, 2552.087281
0.078, 4.033, 0.141, 2552.116700
0.078, 4.043, 0.400, 2552.156952
0.078, 4.093, 0.382, 2552.195038
0.078, 0.032, 0.138, 2552.234009
0.078, 4.086, 0.384, 2552.277832
0.078, 0.002, 0.277, 2552.313874
0.078, 0.025, 0.409, 2552.357666
0.078, 0.045, 0.372, 2552.395234
0.078, 0.041, 0.181, 2552.437806
0.078, 4.083, 0.384, 2552.477692
0.078, 0.004, 0.240, 2552.514283
0.078, 0.038, 0.392, 2552.557129
0.078, 0.080, 0.279, 2552.597290
0.078, 0.040, 0.125, 2552.633606
0.078, 0.014, 0.391, 2552.677277
0.078, 0.057, 0.153, 2552.715699
0.078, 0.011, 0.392, 2552.757935
0.078, 0.029, 0.361, 2552.795472
0.078, 0.057, 0.141, 2552.836792
0.078, 4.087, 0.398, 2552.875641
0.078, 0.020, 0.234, 2552.914460
0.078, 0.054, 0.389, 2552.958100
0.078, 0.059, 0.342, 2552.995636
0.078, 0.065, 0.154, 2553.037873
0.078, 4.079, 0.146, 2553.087403
0.019, 4.024, 0.146, 2553.116547
0.019, 4.046, 0.400, 2553.157868
0.019, 0.022, 0.368, 2553.195130
0.019, 0.021, 0.166, 2553.237488
0.019, 0.001, 0.402, 2553.275940
0.019, 0.028, 0.229, 2553.314667
0.019, 0.020, 0.391, 2553.357544
0.019, 0.015, 0.375, 2553.394989
0.019, 0.023, 0.175, 2553.437836
0.019, 4.064, 0.402, 2553.475678
0.019, 0.027, 0.294, 2553.513764
0.019, 0.032, 0.372, 2553.557160
0.019, 0.055, 0.328, 2553.596497
0.019, 0.059, 0.120, 2553.633942
0.019, 0.016, 0.391, 2553.675873
0.019, 0.039, 0.230, 2553.714539
0.019, 0.030, 0.350, 2553.756562
0.019, 0.015, 0.360, 2553.795166
0.019, 0.016, 0.164, 2553.837830
0.019, 4.063, 0.382, 2553.877564
0.019, 0.019, 0.266, 2553.913910
0.019, 0.100, 0.395, 2553.958466
0.019, 0.063, 0.367, 2553.995087
0.019, 0.078, 0.161, 2554.038178
0.019, 0.012, 0.153, 2554.087830
4.090, 4.022, 0.134, 2554.116608
4.090, 4.059, 0.388, 2554.157685
4.090, 0.010, 0.370, 2554.195069
4.090, 0.016, 0.130, 2554.234070
4.090, 0.009, 0.385, 2554.277344
4.090, 0.025, 0.277, 2554.314026
4.090, 0.040, 0.388, 2554.357727
4.090, 0.065, 0.364, 2554.395356
4.090, 0.064, 0.167, 2554.437684
4.090, 4.086, 0.379, 2554.477631
4.090, 0.034, 0.127, 2554.519776
4.090, 4.040, 0.388, 2554.557526
4.090, 0.014, 0.314, 2554.597046
4.090, 0.033, 0.152, 2554.637665
4.090, 4.055, 0.400, 2554.675965
4.090, 0.048, 0.127, 2554.717225
4.090, 4.052, 0.391, 2554.757874
4.090, 4.091, 0.378, 2554.795075
4.090, 0.016, 0.168, 2554.837769
4.090, 4.065, 0.398, 2554.875672
4.090, 0.018, 0.292, 2554.914002
4.090, 0.053, 0.397, 2554.959412
4.090, 0.032, 0.380, 2554.995118
4.090, 0.041, 0.151, 2555.037629
4.090, 4.089, 0.150, 2555.087830
0.029, 4.026, 0.145, 2555.116455
0.029, 4.025, 0.401, 2555.157868
0.029, 0.007, 0.386, 2555.196625
0.029, 0.033, 0.169, 2555.237732
0.029, 4.052, 0.412, 2555.275940
0.029, 0.005, 0.259, 2555.314667
0.029, 0.001, 0.382, 2555.357117
0.029, 0.528, 0.064, 2555.483979
0.029, 0.172, 0.323, 2555.509003
0.029, 0.133, 0.078, 2555.553315
0.029, 0.014, 0.340, 2555.592621
0.029, 0.016, 0.255, 2555.630249
0.029, 0.001, 0.291, 2555.672577
0.029, 4.078, 0.329, 2555.711853
0.029, 4.080, 0.079, 2555.750794
0.029, 4.018, 0.338, 2555.790863
0.029, 4.087, 0.288, 2555.830597
0.029, 4.094, 0.177, 2555.871582
0.029, 4.086, 0.339, 2555.911774
0.029, 0.008, 0.106, 2555.953919
0.029, 4.011, 0.382, 2555.990998
0.029, 0.014, 0.304, 2556.030487
0.029, 0.000, 0.196, 2556.072571
0.029, 4.092, 0.372, 2556.111664
0.029, 0.009, 0.386, 2556.159180
0.147, 0.029, 0.390, 2556.194580
0.147, 0.003, 0.337, 2556.230317
0.147, 0.009, 0.229, 2556.271882
0.147, 0.017, 0.385, 2556.311707
0.147, 0.043, 0.133, 2556.350281
0.147, 0.035, 0.409, 2556.392518
0.147, 0.032, 0.309, 2556.430451
0.147, 0.055, 0.353, 2556.473145
0.147, 4.086, 0.384, 2556.511536
0.147, 0.018, 0.142, 2556.550141
0.147, 0.010, 0.408, 2556.592408
0.147, 0.038, 0.340, 2556.630310
0.147, 0.040, 0.203, 2556.671845
0.147, 0.021, 0.364, 2556.712067
0.147, 0.039, 0.130, 2556.750184
0.147, 0.023, 0.399, 2556.792786
0.147, 0.047, 0.241, 2556.831421
0.147, 0.026, 0.204, 2556.871735
0.147, 0.020, 0.367, 2556.911713
0.147, 0.068, 0.131, 2556.953217
0.147, 4.051, 0.387, 2556.991333
0.147, 0.043, 0.288, 2557.030701
0.147, 0.034, 0.162, 2557.072419
0.147, 4.095, 0.371, 2557.111451
0.147, 0.032, 0.380, 2557.159668
3.951, 4.083, 0.409, 2557.192719
3.951, 0.040, 0.329, 2557.230317
3.951, 0.020, 0.187, 2557.271637
3.951, 0.009, 0.382, 2557.311799
3.951, 0.011, 0.134, 2557.350678
3.951, 4.056, 0.371, 2557.390351
3.951, 0.003, 0.344, 2557.430207
3.951, 0.013, 0.382, 2557.474183
3.951, 0.020, 0.378, 2557.511963
3.951, 0.040, 0.138, 2557.550385
3.951, 0.023, 0.403, 2557.592286
3.951, 0.021, 0.317, 2557.630707
3.951, 0.036, 0.192, 2557.671845
3.951, 0.000, 0.376, 2557.711701
3.951, 0.052, 0.127, 2557.750428
3.951, 4.061, 0.400, 2557.791840
3.951, 0.041, 0.182, 2557.832093
3.951, 4.081, 0.323, 2557.872162
3.951, 4.062, 0.377, 2557.911744
3.951, 4.092, 0.137, 2557.953980
3.951, 4.012, 0.391, 2557.991181
3.951, 4.089, 0.293, 2558.031189
3.951, 0.002, 0.200, 2558.073151
3.951, 4.076, 0.376, 2558.112091
3.951, 0.020, 0.394, 2558.158997
3.959, 0.016, 0.410, 2558.193512
3.959, 0.040, 0.360, 2558.229798
3.959, 0.040, 0.233, 2558.271790
3.959, 4.068, 0.394, 2558.311615
3.959, 0.013, 0.152, 2558.350007
3.959, 4.093, 0.415, 2558.392670
3.959, 0.041, 0.302, 2558.431000
3.959, 0.009, 0.372, 2558.473633
3.959, 0.005, 0.399, 2558.511322
3.959, 0.058, 0.143, 2558.550171
3.959, 0.030, 0.399, 2558.594239
3.959, 0.036, 0.347, 2558.630219
3.959, 0.031, 0.219, 2558.671692
3.959, 0.044, 0.340, 2558.713135
3.959, 0.066, 0.141, 2558.750397
3.959, 0.028, 0.395, 2558.791871
3.959, 0.085, 0.242, 2558.831574
3.959, 0.055, 0.178, 2558.871949
3.959, 4.084, 0.373, 2558.911866
3.959, 0.002, 0.141, 2558.954010
3.959, 4.023, 0.370, 2558.990418
3.959, 0.017, 0.317, 2559.030823
3.959, 0.019, 0.193, 2559.073121
3.959, 0.016, 0.370, 2559.111786
3.959, 0.019, 0.382, 2559.159150
3.954, 4.085, 0.412, 2559.193482
3.954, 0.007, 0.340, 2559.230927
3.954, 0.030, 0.182, 2559.271088
3.954, 0.004, 0.382, 2559.311646
3.954, 0.031, 0.146, 2559.350403
3.954, 4.078, 0.377, 2559.390870
3.954, 0.012, 0.353, 2559.429871
3.954, 0.016, 0.355, 2559.473450
3.954, 0.019, 0.373, 2559.512207
3.954, 0.026, 0.134, 2559.550415
3.954, 0.010, 0.407, 2559.592652
3.954, 0.036, 0.346, 2559.630188
3.954, 0.041, 0.320, 2559.672303
3.954, 4.084, 0.382, 2559.711701
3.954, 0.013, 0.145, 2559.750031
3.954, 0.013, 0.397, 2559.792450
3.954, 0.052, 0.297, 2559.830994
3.954, 0.020, 0.317, 2559.872101
3.954, 4.077, 0.384, 2559.911438
3.954, 0.046, 0.130, 2559.953431
3.954, 0.005, 0.399, 2559.992585
3.954, 0.050, 0.276, 2560.031281
3.954, 0.010, 0.162, 2560.073151
3.954, 0.001, 0.370, 2560.111634
3.954, 0.018, 0.388, 2560.159180
3.950, 0.013, 0.407, 2560.192749
3.950, 0.023, 0.353, 2560.230469
3.950, 0.010, 0.186, 2560.271790
3.950, 0.010, 0.398, 2560.311280
3.950, 0.055, 0.140, 2560.350373
3.950, 0.621, 0.292, 2560.476807
3.950, 0.322, 0.069, 2560.504578
3.950, 0.150, 0.318, 2560.544129
3.950, 0.119, 0.073, 2560.586640
3.950, 4.091, 0.297, 2560.623505
3.950, 4.077, 0.310, 2560.662079
3.950, 0.005, 0.278, 2560.705750
3.950, 0.008, 0.342, 2560.744721
3.950, 0.002, 0.132, 2560.782593
3.950, 4.078, 0.366, 2560.825653
3.950, 0.011, 0.360, 2560.861725
3.950, 0.010, 0.289, 2560.905732
3.950, 4.059, 0.337, 2560.946320
3.950, 4.056, 0.134, 2560.983307
3.950, 4.073, 0.347, 2561.023652
3.950, 0.020, 0.355, 2561.061707
3.950, 0.015, 0.162, 2561.105256
3.950, 0.007, 0.356, 2561.145173
3.950, 0.027, 0.185, 2561.182282
3.950, 0.021, 0.311, 2561.230622
0.167, 4.095, 0.328, 2561.264252
0.167, 0.010, 0.178, 2561.305603
0.167, 0.003, 0.356, 2561.346405
0.167, 0.006, 0.174, 2561.383210
0.167, 4.070, 0.383, 2561.424134
0.167, 0.033, 0.333, 2561.464051
0.167, 0.043, 0.184, 2561.505341
0.167, 0.021, 0.395, 2561.544251
0.167, 0.071, 0.120, 2561.586640
0.167, 4.088, 0.370, 2561.624390
0.167, 0.039, 0.352, 2561.663147
0.167, 0.132, 0.321, 2561.713410
0.167, 0.046, 0.389, 2561.745240
0.167, 0.047, 0.195, 2561.782776
0.167, 0.020, 0.404, 2561.825989
0.167, 0.035, 0.384, 2561.861664
0.167, 0.040, 0.177, 2561.905121
0.167, 4.070, 0.393, 2561.946289
0.167, 4.084, 0.185, 2561.982911
0.167, 0.007, 0.358, 2562.023621
0.167, 0.024, 0.364, 2562.062897
0.167, 0.038, 0.163, 2562.105133
0.167, 4.069, 0.401, 2562.144135
0.167, 0.021, 0.213, 2562.182404
0.167, 0.039, 0.204, 2562.232666
0.157, 4.068, 0.369, 2562.263764
0.157, 4.094, 0.205, 2562.305207
0.157, 4.087, 0.403, 2562.345093
0.157, 0.016, 0.197, 2562.383057
0.157, 4.090, 0.385, 2562.424134
0.157, 0.057, 0.356, 2562.463807
0.157, 0.064, 0.155, 2562.505097
0.157, 4.089, 0.404, 2562.544220
0.157, 0.065, 0.130, 2562.586609
0.157, 4.057, 0.373, 2562.624146
0.157, 4.093, 0.387, 2562.661774
0.157, 0.039, 0.320, 2562.706025
0.157, 4.088, 0.399, 2562.744721
0.157, 0.036, 0.170, 2562.783143
0.157, 0.010, 0.392, 2562.825592
0.157, 0.009, 0.386, 2562.861725
0.157, 0.053, 0.133, 2562.904541
0.157, 0.007, 0.385, 2562.946381
0.157, 0.010, 0.151, 2562.983521
0.157, 4.059, 0.372, 2563.024689
0.157, 4.086, 0.391, 2563.061768
0.157, 0.010, 0.166, 2563.105317
0.157, 0.007, 0.386, 2563.145142
0.157, 0.015, 0.167, 2563.183167
0.157, 0.013, 0.326, 2563.230622
0.156, 4.094, 0.341, 2563.264191
0.156, 0.016, 0.170, 2563.305237
0.156, 4.062, 0.389, 2563.345276
0.156, 4.094, 0.154, 2563.383881
0.156, 4.084, 0.380, 2563.424256
0.156, 0.037, 0.336, 2563.464234
0.156, 0.041, 0.136, 2563.504242
0.156, 4.083, 0.401, 2563.544800
0.156, 0.045, 0.177, 2563.583344
0.156, 4.088, 0.373, 2563.624146
0.156, 4.084, 0.396, 2563.661866
0.156, 0.020, 0.328, 2563.706208
0.156, 4.087, 0.396, 2563.745118
0.156, 0.016, 0.208, 2563.782746
0.156, 4.091, 0.388, 2563.825074
0.156, 4.094, 0.396, 2563.861603
0.156, 0.039, 0.154, 2563.905121
0.156, 0.008, 0.390, 2563.946625
0.156, 0.009, 0.197, 2563.982789
0.156, 0.017, 0.370, 2564.024964
0.156, 0.035, 0.387, 2564.061860
0.156, 0.056, 0.152, 2564.105225
0.156, 4.081, 0.388, 2564.144837
0.156, 0.022, 0.161, 2564.183472
0.156, 4.068, 0.340, 2564.230591
0.161, 0.012, 0.238, 2564.265992
0.161, 4.093, 0.178, 2564.305085
0.161, 0.002, 0.405, 2564.345185
0.161, 0.024, 0.191, 2564.383240
0.161, 4.095, 0.377, 2564.424225
0.161, 0.022, 0.343, 2564.464508
0.161, 0.007, 0.167, 2564.505860
0.161, 4.087, 0.402, 2564.545197
0.161, 0.031, 0.147, 2564.586701
0.161, 4.071, 0.374, 2564.624482
0.161, 0.002, 0.396, 2564.661683
0.161, 0.067, 0.313, 2564.706025
0.161, 4.087, 0.395, 2564.744233
0.161, 0.022, 0.208, 2564.782715
0.161, 0.020, 0.382, 2564.825592
0.161, 0.013, 0.366, 2564.862854
0.161, 0.044, 0.149, 2564.905243
0.161, 4.067, 0.390, 2564.946351
0.161, 4.091, 0.192, 2564.982941
0.161, 0.027, 0.363, 2565.024201
0.161, 0.003, 0.387, 2565.061921
0.161, 0.047, 0.133, 2565.104554
0.161, 0.011, 0.392, 2565.144837
0.161, 0.051, 0.180, 2565.183228
0.161, 0.022, 0.333, 2565.230774
0.153, 4.088, 0.348, 2565.264252
0.153, 0.019, 0.167, 2565.305085
0.153, 4.092, 0.402, 2565.345246
0.153, 0.049, 0.182, 2565.383423
0.153, 0.384, 0.313, 2565.491883
0.153, 0.183, 0.101, 2565.517243
0.153, 0.108, 0.342, 2565.559327
0.153, 0.074, 0.293, 2565.597809
0.153, 0.033, 0.321, 2565.640931
0.153, 4.093, 0.359, 2565.678132
0.153, 0.036, 0.117, 2565.721833
0.153, 4.062, 0.364, 2565.758851
0.153, 4.090, 0.307, 2565.797669
0.153, 0.065, 0.358, 2565.841614
0.153, 0.018, 0.365, 2565.878388
0.153, 0.034, 0.136, 2565.917176
0.153, 0.069, 0.377, 2565.961457
0.153, 0.032, 0.343, 2565.997681
0.153, 0.027, 0.360, 2566.041382
0.153, 0.039, 0.341, 2566.080231
0.153, 0.031, 0.140, 2566.117096
0.153, 0.000, 0.385, 2566.158875
0.153, 0.004, 0.229, 2566.199189
