Original Header:

Name: AdcIn_Ch5
This is using channel 5 on the onboard ADC.
The first value is a voltage in mV, and the second value is a time in seconds from epoch.
!@#

CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
!@#
0.073, 500.776215
0.065, 500.793213
0.061, 500.809693
0.070, 500.827118
0.063, 500.843201
0.065, 500.859650
0.065, 500.876404
0.070, 500.893311
0.070, 500.909516
0.063, 500.926453
0.056, 500.943207
0.065, 500.959778
0.073, 500.976288
0.068, 500.993287
0.070, 501.009766
0.065, 501.026459
0.065, 501.043183
0.087, 501.059876
0.061, 501.076935
0.070, 501.093384
0.075, 501.109559
0.068, 501.126465
0.075, 501.143189
0.063, 501.159668
0.073, 501.176484
0.063, 501.193329
0.065, 501.209870
0.075, 501.226349
0.063, 501.243256
0.075, 501.259674
0.065, 501.276368
0.068, 501.293366
0.068, 501.309601
0.068, 501.327210
0.078, 501.343262
0.068, 501.359650
0.075, 501.376526
0.070, 501.393128
0.068, 501.409760
0.085, 501.426392
0.068, 501.443451
0.068, 501.459687
0.070, 501.476441
0.065, 501.493195
0.065, 501.509705
0.061, 501.526246
0.080, 501.543427
0.063, 501.559784
0.068, 501.577179
0.065, 501.593079
0.065, 501.609803
0.075, 501.626343
0.065, 501.643128
0.068, 501.659699
0.061, 501.676331
0.073, 501.693177
0.075, 501.709656
0.063, 501.726410
0.075, 501.743348
0.061, 501.759613
0.068, 501.776337
0.068, 501.793091
0.065, 501.809815
0.068, 501.826874
0.065, 501.843201
0.070, 501.859559
0.068, 501.876435
0.080, 501.893219
0.073, 501.909577
0.070, 501.926392
0.083, 501.943207
0.061, 501.959778
0.078, 501.976502
0.063, 501.993134
0.075, 502.009797
0.075, 502.026429
0.073, 502.043213
0.070, 502.059662
0.068, 502.076813
0.065, 502.093415
0.068, 502.109681
0.058, 502.126252
0.065, 502.143311
0.061, 502.159699
0.063, 502.176331
0.070, 502.192933
0.068, 502.209839
0.070, 502.226319
0.070, 502.243226
0.070, 502.259644
0.061, 502.276429
0.080, 502.293244
0.073, 502.309815
0.065, 502.326905
0.078, 502.343354
0.063, 502.359681
0.073, 502.376282
0.061, 502.393280
0.068, 502.409729
0.075, 502.426392
0.063, 502.443268
0.073, 502.459839
0.070, 502.476258
0.065, 502.493317
0.070, 502.509613
0.065, 502.526337
0.075, 502.543305
0.058, 502.559601
0.070, 502.576813
0.078, 502.593232
0.075, 502.609803
0.083, 502.626557
0.058, 502.643250
0.056, 502.659668
0.063, 502.676300
0.078, 502.693360
0.083, 502.709778
0.068, 502.726288
0.075, 502.743409
0.065, 502.759613
0.073, 502.776246
0.068, 502.793091
0.070, 502.809815
0.063, 502.826813
0.065, 502.843232
0.063, 502.859620
0.058, 502.876465
0.078, 502.893311
0.073, 502.909913
0.058, 502.926423
0.078, 502.943299
0.065, 502.959748
0.073, 502.976227
0.065, 502.993103
0.065, 503.009888
0.056, 503.026368
0.061, 503.043091
0.078, 503.059693
0.068, 503.076661
0.068, 503.093354
0.073, 503.109711
0.058, 503.126221
0.073, 503.143250
0.058, 503.159760
0.073, 503.176331
0.070, 503.193116
0.070, 503.209626
0.065, 503.226258
0.061, 503.243195
0.053, 503.259797
0.058, 503.276307
0.068, 503.293183
0.075, 503.309632
0.063, 503.326722
0.080, 503.343232
0.058, 503.359742
0.043, 503.376374
0.073, 503.393097
0.073, 503.409790
0.080, 503.426545
0.065, 503.443421
0.075, 503.459595
0.075, 503.476258
0.070, 503.493164
0.065, 503.509552
0.063, 503.526337
0.085, 503.543335
0.061, 503.559632
0.063, 503.576844
0.068, 503.593232
0.065, 503.609742
0.073, 503.626374
0.061, 503.643128
0.065, 503.659699
0.070, 503.676392
0.070, 503.693299
0.073, 503.709565
0.068, 503.726410
0.046, 503.743287
0.063, 503.759674
0.073, 503.776276
0.061, 503.793122
0.070, 503.809815
0.068, 503.826600
0.058, 503.843232
0.070, 503.859894
0.065, 503.876435
0.068, 503.893250
0.078, 503.909699
0.063, 503.926239
0.053, 503.943329
0.065, 503.959748
0.068, 503.976349
0.063, 503.993134
0.068, 504.009797
0.068, 504.026246
0.058, 504.043274
0.068, 504.059754
0.061, 504.076294
0.073, 504.093293
0.075, 504.109559
0.065, 504.126282
0.075, 504.143158
0.068, 504.159821
0.065, 504.176545
0.068, 504.193299
0.073, 504.209900
0.070, 504.226227
0.070, 504.243226
0.068, 504.259766
0.065, 504.276398
0.070, 504.293274
0.070, 504.309723
0.058, 504.326722
0.078, 504.343415
0.070, 504.359742
0.073, 504.376282
0.070, 504.393128
0.075, 504.409790
0.053, 504.426453
0.068, 504.443390
0.083, 504.459961
0.068, 504.476319
0.075, 504.493287
0.068, 504.509583
0.065, 504.526429
0.051, 504.543213
0.058, 504.559693
0.070, 504.576722
0.070, 504.593110
0.070, 504.609650
0.056, 504.626465
0.065, 504.643189
0.061, 504.659882
0.063, 504.676423
0.065, 504.693268
0.078, 504.709534
0.068, 504.726258
0.083, 504.743348
0.063, 504.759613
0.073, 504.776429
0.065, 504.793183
0.070, 504.809784
0.070, 504.826325
0.068, 504.843201
0.068, 504.859833
0.061, 504.876313
0.068, 504.893189
0.070, 504.909607
0.061, 504.926239
0.070, 504.943177
0.061, 504.959809
0.063, 504.976349
0.068, 504.993226
0.068, 505.009797
0.065, 505.026307
0.065, 505.043152
0.070, 505.059815
0.061, 505.076325
0.080, 505.093262
0.070, 505.109864
0.063, 505.126404
0.075, 505.143280
0.068, 505.159638
0.068, 505.176300
0.073, 505.193421
0.058, 505.209778
0.078, 505.226197
0.070, 505.243226
0.061, 505.259858
0.065, 505.276429
0.073, 505.293305
0.061, 505.309601
0.070, 505.326325
0.078, 505.343384
0.065, 505.359620
0.058, 505.376404
0.063, 505.393097
0.070, 505.409607
0.075, 505.426453
0.070, 505.443421
0.068, 505.459870
0.070, 505.528962
0.063, 505.530732
0.068, 505.532349
0.068, 505.535767
0.073, 505.543610
0.080, 505.559723
0.058, 505.576416
0.068, 505.593110
0.068, 505.609711
0.073, 505.626374
0.078, 505.643341
0.073, 505.659729
0.073, 505.676300
0.068, 505.693146
0.073, 505.709778
0.075, 505.726410
0.063, 505.743195
0.078, 505.759797
0.068, 505.776490
0.075, 505.793183
0.063, 505.809662
0.068, 505.826325
0.065, 505.843354
0.065, 505.859681
0.075, 505.876252
0.070, 505.893219
0.075, 505.909760
0.068, 505.926270
0.068, 505.942933
0.056, 505.959809
0.058, 505.976471
0.070, 505.993103
0.070, 506.009613
0.075, 506.026490
0.070, 506.043427
0.061, 506.059723
0.070, 506.076386
0.070, 506.093201
0.070, 506.109620
0.068, 506.126435
0.065, 506.143158
0.092, 506.159851
0.068, 506.176453
0.073, 506.193207
0.068, 506.209687
0.051, 506.226532
0.068, 506.243134
0.058, 506.259644
0.073, 506.276276
0.058, 506.293213
0.083, 506.309876
0.063, 506.326294
0.068, 506.343171
0.080, 506.359864
0.061, 506.376313
0.070, 506.393128
0.063, 506.409790
0.080, 506.426514
0.075, 506.443329
0.058, 506.459626
0.051, 506.476319
0.073, 506.493226
0.080, 506.509858
0.070, 506.526459
0.063, 506.543091
0.070, 506.559693
0.065, 506.576569
0.073, 506.593232
0.068, 506.609681
0.075, 506.626465
0.078, 506.643189
0.070, 506.659760
0.051, 506.676362
0.068, 506.693238
0.075, 506.709870
0.078, 506.726258
0.073, 506.743164
0.073, 506.759766
0.061, 506.776337
0.075, 506.793122
0.075, 506.809571
0.068, 506.826264
0.080, 506.843323
0.070, 506.859772
0.068, 506.876252
0.070, 506.893250
0.070, 506.909638
0.075, 506.926514
0.058, 506.943085
0.075, 506.959656
0.073, 506.976441
0.068, 506.993103
0.065, 507.009613
0.070, 507.026581
0.068, 507.043122
0.063, 507.059754
0.070, 507.076325
0.065, 507.093201
0.083, 507.109772
0.070, 507.126313
0.058, 507.142975
0.075, 507.159913
0.058, 507.176423
0.061, 507.193238
0.075, 507.209626
0.070, 507.226258
0.073, 507.244751
0.068, 507.259552
0.073, 507.276307
0.065, 507.293244
0.078, 507.309876
0.065, 507.326416
0.058, 507.343079
0.075, 507.359681
0.065, 507.376343
0.065, 507.393189
0.063, 507.409638
0.048, 507.426575
0.075, 507.443695
0.061, 507.459748
0.058, 507.476502
0.065, 507.493134
0.075, 507.509705
0.073, 507.526215
0.063, 507.543091
0.073, 507.559845
0.068, 507.576325
0.075, 507.593110
0.070, 507.609620
0.073, 507.626313
0.068, 507.643097
0.065, 507.659760
0.070, 507.676331
0.061, 507.693146
0.080, 507.709839
0.070, 507.726258
0.058, 507.743103
0.075, 507.759827
0.061, 507.776337
0.070, 507.793152
0.068, 507.809723
0.068, 507.826386
0.083, 507.843323
0.063, 507.859772
0.048, 507.876465
0.065, 507.893219
0.075, 507.909790
0.065, 507.926453
0.061, 507.943085
0.073, 507.959778
0.063, 507.976258
0.065, 507.993348
0.068, 508.009736
0.068, 508.026398
0.090, 508.043549
0.061, 508.059937
0.068, 508.076386
0.068, 508.093232
0.070, 508.109589
0.073, 508.126191
0.070, 508.143280
0.075, 508.159607
0.061, 508.176331
0.073, 508.193146
0.070, 508.209565
0.070, 508.226532
0.073, 508.243256
0.070, 508.259736
0.065, 508.276459
0.068, 508.293122
0.078, 508.309662
0.063, 508.326447
0.063, 508.343201
0.080, 508.359711
0.063, 508.376435
0.068, 508.393219
0.070, 508.409699
0.073, 508.426453
0.065, 508.443329
0.063, 508.459626
0.080, 508.476288
0.078, 508.493256
0.080, 508.509705
0.065, 508.526429
0.058, 508.543091
0.078, 508.559723
0.063, 508.576294
0.080, 508.593232
0.061, 508.609559
0.080, 508.626526
0.073, 508.643158
0.065, 508.659668
0.051, 508.676514
0.070, 508.693238
0.075, 508.709839
0.070, 508.726227
0.063, 508.743073
0.070, 508.759858
0.061, 508.776368
0.063, 508.793122
0.063, 508.809723
0.068, 508.826294
0.080, 508.843384
0.070, 508.859711
0.065, 508.876435
0.070, 508.893128
0.080, 508.909851
0.065, 508.926453
0.061, 508.943146
0.065, 508.959626
0.068, 508.976258
0.070, 508.993103
0.068, 509.009705
0.075, 509.026398
0.065, 509.043244
0.065, 509.059723
0.068, 509.076264
0.061, 509.093232
0.073, 509.109742
0.065, 509.126252
0.056, 509.143128
0.073, 509.159851
0.063, 509.176453
0.068, 509.193146
0.065, 509.209595
0.070, 509.226227
0.065, 509.243103
0.063, 509.259613
0.075, 509.276307
0.061, 509.293091
0.075, 509.309784
0.065, 509.326386
0.061, 509.343110
0.085, 509.359742
0.065, 509.376252
0.065, 509.393128
0.068, 509.409729
0.073, 509.426362
0.070, 509.443512
0.070, 509.459687
0.075, 509.476502
0.065, 509.493164
0.073, 509.509736
0.070, 509.526276
0.068, 509.543091
0.070, 509.559723
0.070, 509.576386
0.073, 509.593201
0.073, 509.609742
0.078, 509.626496
0.075, 509.643189
0.063, 509.659790
0.075, 509.676331
0.061, 509.693207
0.073, 509.709778
0.070, 509.726288
0.061, 509.743195
0.092, 509.759797
0.068, 509.776246
0.083, 509.793061
0.065, 509.809754
0.065, 509.826386
0.085, 509.843201
0.056, 509.859650
0.078, 509.876435
0.061, 509.893158
0.075, 509.909790
0.073, 509.926209
0.068, 509.942994
0.070, 509.959717
0.061, 509.976502
0.073, 509.993103
0.068, 510.009552
0.073, 510.026490
0.070, 510.043122
0.061, 510.059693
0.056, 510.076416
0.065, 510.093262
0.078, 510.109742
0.073, 510.126221
0.065, 510.143006
0.058, 510.159821
0.068, 510.176239
0.075, 510.193085
0.063, 510.209626
0.075, 510.226471
0.070, 510.243164
0.061, 510.259705
0.083, 510.276490
0.061, 510.293213
0.068, 510.309784
0.063, 510.326355
0.068, 510.343079
0.078, 510.359864
0.065, 510.376313
0.075, 510.393219
0.063, 510.409729
0.068, 510.426514
0.065, 510.443482
0.063, 510.459687
0.065, 510.476319
0.053, 510.495240
0.087, 510.509766
0.073, 510.526429
0.078, 510.543244
0.065, 510.559754
0.075, 510.576477
0.080, 510.593354
0.070, 510.609559
0.075, 510.626435
0.073, 510.643250
0.068, 510.659790
0.068, 510.676453
0.068, 510.693177
0.073, 510.709900
0.070, 510.726319
0.061, 510.743073
0.075, 510.759705
0.065, 510.776337
0.070, 510.793091
0.065, 510.809754
0.065, 510.826355
0.078, 510.843201
0.070, 510.859559
0.065, 510.876191
0.065, 510.893311
0.078, 510.909790
0.078, 510.926392
0.065, 510.943268
0.070, 510.959809
0.065, 510.976227
0.070, 510.993226
0.073, 511.009674
0.078, 511.026520
0.075, 511.043152
0.061, 511.059723
0.070, 511.076264
0.058, 511.093232
0.070, 511.109864
0.078, 511.126343
0.061, 511.143250
0.075, 511.159729
0.068, 511.176239
0.070, 511.193116
0.068, 511.209748
0.070, 511.226319
0.065, 511.243317
0.070, 511.259644
0.048, 511.276398
0.070, 511.293274
0.070, 511.309723
0.061, 511.326294
0.068, 511.343049
0.068, 511.359894
0.061, 511.376465
0.068, 511.393189
0.063, 511.409546
0.078, 511.426545
0.075, 511.443390
0.070, 511.459717
0.087, 511.476471
0.075, 511.493103
0.075, 511.509644
0.070, 511.526185
0.061, 511.543061
0.085, 511.559845
0.061, 511.576355
0.068, 511.593110
0.061, 511.609711
0.078, 511.626465
0.073, 511.643097
0.056, 511.659760
0.070, 511.676453
0.065, 511.693329
0.075, 511.709778
0.068, 511.726258
0.070, 511.743073
0.095, 511.759674
0.070, 511.776429
0.070, 511.793122
0.070, 511.809815
0.065, 511.826294
0.083, 511.843934
0.061, 511.859772
0.056, 511.876343
0.063, 511.893128
0.075, 511.909577
0.075, 511.926300
0.063, 511.943207
0.046, 511.959717
0.058, 511.976471
0.078, 511.993134
0.068, 512.009644
0.073, 512.026307
0.075, 512.043152
0.063, 512.059754
0.087, 512.076477
0.061, 512.093140
0.070, 512.109742
0.068, 512.126252
0.070, 512.143067
0.085, 512.159760
0.061, 512.176362
0.075, 512.193116
0.070, 512.209687
0.068, 512.226380
0.065, 512.243103
0.070, 512.259552
0.075, 512.276215
0.061, 512.293274
0.075, 512.309632
0.075, 512.326508
0.070, 512.343171
0.070, 512.359803
0.065, 512.376313
0.075, 512.393219
0.065, 512.409577
0.075, 512.426514
0.068, 512.443451
0.068, 512.459656
0.085, 512.476288
0.073, 512.493226
0.070, 512.509797
0.068, 512.526398
0.063, 512.543091
0.087, 512.559815
0.063, 512.576355
0.078, 512.593110
0.073, 512.609742
0.078, 512.626404
0.073, 512.643219
0.061, 512.659729
0.065, 512.676484
0.070, 512.693146
0.075, 512.709900
0.065, 512.726197
0.063, 512.743073
0.083, 512.759674
0.061, 512.776337
0.075, 512.793213
0.068, 512.809571
0.070, 512.826233
0.061, 512.843262
0.070, 512.859559
0.068, 512.876496
0.063, 512.893311
0.046, 512.909699
0.070, 512.926423
0.065, 512.943268
0.078, 512.959839
0.061, 512.976288
0.070, 512.993134
0.068, 513.009613
0.051, 513.026398
0.070, 513.043305
0.061, 513.060334
0.051, 513.076416
0.068, 513.093171
0.080, 513.109711
0.065, 513.126435
0.061, 513.143219
0.056, 513.159729
0.061, 513.176270
0.070, 513.193116
0.065, 513.209412
0.070, 513.226471
0.073, 513.243348
0.058, 513.259736
0.065, 513.276307
0.065, 513.293122
0.075, 513.309815
0.070, 513.326447
0.070, 513.343201
0.051, 513.359650
0.068, 513.376343
0.073, 513.393128
0.063, 513.409577
0.068, 513.426423
0.070, 513.443726
0.061, 513.459809
0.078, 513.476410
0.065, 513.493317
0.083, 513.509858
0.070, 513.526215
0.068, 513.543244
0.083, 513.559815
0.073, 513.576447
0.073, 513.593232
0.068, 513.609742
0.070, 513.626465
0.070, 513.643189
0.063, 513.659668
0.075, 513.676362
0.061, 513.693177
0.070, 513.709748
0.075, 513.726502
0.068, 513.743287
0.085, 513.759736
0.070, 513.776398
0.068, 513.793122
0.073, 513.809723
0.065, 513.826264
0.090, 513.843323
0.061, 513.859650
0.063, 513.876435
0.068, 513.893128
0.080, 513.909729
0.075, 513.926423
0.061, 513.943207
0.051, 513.959748
0.065, 513.976410
0.070, 513.993195
0.070, 514.009797
0.078, 514.026337
0.073, 514.043152
0.061, 514.059662
0.070, 514.076508
0.065, 514.093171
0.080, 514.109772
0.073, 514.126374
0.070, 514.143219
0.083, 514.159851
0.065, 514.176392
0.068, 514.193085
0.065, 514.209717
0.070, 514.226380
0.070, 514.243134
0.065, 514.259583
0.075, 514.276307
0.070, 514.293274
0.083, 514.309815
0.070, 514.326111
0.061, 514.343110
0.078, 514.359833
0.068, 514.376313
0.068, 514.393128
0.063, 514.409760
0.078, 514.426514
0.070, 514.443604
0.063, 514.459656
0.080, 514.476349
0.065, 514.493256
0.080, 514.509705
0.061, 514.526337
0.058, 514.543030
0.078, 514.559571
0.073, 514.576477
0.070, 514.593140
0.068, 514.609620
0.043, 514.626313
0.073, 514.643372
0.061, 514.659668
0.068, 514.676331
0.061, 514.693329
0.078, 514.709900
0.063, 514.726227
0.063, 514.743134
0.073, 514.759797
0.063, 514.776368
0.075, 514.793213
0.068, 514.809662
0.073, 514.826233
0.056, 514.843201
0.068, 514.859772
0.073, 514.876221
0.070, 514.893158
0.070, 514.909729
0.065, 514.926484
0.063, 514.943085
0.080, 514.959870
0.068, 514.976471
0.070, 514.993134
0.061, 515.009705
0.073, 515.026429
0.075, 515.043335
0.063, 515.059723
0.085, 515.076416
0.068, 515.093110
0.078, 515.109772
0.073, 515.126404
0.061, 515.143097
0.075, 515.159668
0.068, 515.176392
0.073, 515.193116
0.070, 515.209687
0.075, 515.226532
0.075, 515.243134
0.070, 515.259674
0.068, 515.276398
0.061, 515.293183
0.073, 515.309815
0.073, 515.326416
0.068, 515.343232
0.083, 515.359772
0.068, 515.376221
0.078, 515.393097
0.073, 515.409607
0.068, 515.426239
0.073, 515.443543
0.065, 515.460633
0.065, 515.510529
0.070, 515.513550
0.061, 515.515229
0.070, 515.528168
0.073, 515.543274
0.073, 515.559723
0.070, 515.576416
0.085, 515.593323
0.058, 515.609742
0.043, 515.626465
0.063, 515.643128
0.078, 515.659638
0.073, 515.676362
0.065, 515.693146
0.075, 515.709870
0.068, 515.726227
0.073, 515.743226
0.063, 515.759644
0.083, 515.776398
0.078, 515.793213
0.068, 515.809754
0.073, 515.826630
0.063, 515.843140
0.070, 515.859650
0.068, 515.876404
0.068, 515.893189
0.075, 515.909638
0.068, 515.926423
0.075, 515.943146
0.070, 515.959656
0.075, 515.976319
0.065, 515.993195
0.068, 516.009705
0.068, 516.026215
0.061, 516.043122
0.078, 516.059662
0.068, 516.076416
0.061, 516.093293
0.070, 516.109559
0.068, 516.126313
0.065, 516.143128
0.068, 516.159607
0.085, 516.176575
0.068, 516.193177
0.058, 516.209656
0.068, 516.226288
0.065, 516.243134
0.068, 516.259583
0.068, 516.276276
0.063, 516.293274
0.068, 516.309601
0.068, 516.326416
0.075, 516.343171
0.070, 516.359681
0.085, 516.376526
0.075, 516.393189
0.061, 516.409668
0.085, 516.426514
0.070, 516.443360
0.073, 516.459595
0.070, 516.476349
0.063, 516.493287
0.075, 516.509613
0.061, 516.526215
0.073, 516.543183
0.070, 516.559662
0.068, 516.576539
0.068, 516.593110
0.068, 516.609620
0.075, 516.626221
0.065, 516.643311
0.078, 516.659821
0.075, 516.676300
0.068, 516.693177
0.085, 516.709717
0.065, 516.726380
0.075, 516.743195
0.061, 516.759736
0.070, 516.776398
0.068, 516.793213
0.061, 516.809632
0.078, 516.826539
0.061, 516.843262
0.073, 516.859620
0.070, 516.876343
0.065, 516.893280
0.078, 516.909516
0.061, 516.926270
0.070, 516.943085
0.073, 516.959473
0.078, 516.976410
0.070, 516.993164
0.073, 517.009552
0.058, 517.026520
0.065, 517.043122
0.075, 517.059723
0.073, 517.076477
0.063, 517.093293
0.080, 517.109772
0.061, 517.126252
0.075, 517.143128
0.061, 517.159699
0.051, 517.176484
0.068, 517.193329
0.058, 517.209748
0.063, 517.226319
0.068, 517.243164
0.073, 517.259583
0.068, 517.276215
0.061, 517.293274
0.070, 517.309815
0.061, 517.326447
0.075, 517.343140
0.070, 517.359742
0.070, 517.376526
0.063, 517.393128
0.065, 517.409577
0.053, 517.426423
0.063, 517.443390
0.080, 517.459839
0.070, 517.476410
0.063, 517.493317
0.075, 517.509705
0.065, 517.526398
0.046, 517.543274
0.075, 517.559723
0.073, 517.576294
0.075, 517.593201
0.065, 517.609742
0.080, 517.626435
0.061, 517.643311
0.075, 517.659577
0.078, 517.676423
0.058, 517.693177
0.078, 517.709656
0.058, 517.726380
0.065, 517.743134
0.068, 517.759613
0.080, 517.776459
0.070, 517.793122
0.063, 517.809662
0.058, 517.826508
0.065, 517.843232
0.075, 517.859650
0.070, 517.876435
0.065, 517.893311
0.070, 517.909668
0.065, 517.926453
0.075, 517.943238
0.073, 517.959656
0.058, 517.976471
0.065, 517.993134
0.068, 518.009705
0.070, 518.026429
0.063, 518.043183
0.070, 518.059693
0.070, 518.076416
0.068, 518.093079
0.075, 518.109742
0.068, 518.126404
0.075, 518.143341
0.068, 518.159638
0.046, 518.176484
0.070, 518.193146
0.070, 518.209778
0.048, 518.226380
0.063, 518.243195
0.080, 518.259583
0.061, 518.276459
0.068, 518.293305
0.068, 518.309845
0.063, 518.326508
0.073, 518.343201
0.070, 518.359559
0.078, 518.376465
0.065, 518.393158
0.068, 518.409668
0.053, 518.426453
0.063, 518.443390
0.080, 518.459870
0.073, 518.476197
0.063, 518.493348
0.078, 518.509797
0.065, 518.526368
0.075, 518.543274
0.073, 518.559784
0.075, 518.576416
0.080, 518.593079
0.068, 518.609742
0.078, 518.626435
0.065, 518.643158
0.073, 518.659607
0.070, 518.676300
0.065, 518.693177
0.078, 518.709778
0.068, 518.726441
0.068, 518.743134
0.058, 518.759705
0.087, 518.776520
0.075, 518.793152
0.058, 518.809632
0.080, 518.826447
0.065, 518.843232
0.078, 518.859650
0.075, 518.876404
0.061, 518.893311
0.068, 518.909607
0.063, 518.926484
0.075, 518.943085
0.068, 518.959626
0.087, 518.976441
0.078, 518.993195
0.061, 519.009674
0.070, 519.026246
0.061, 519.043122
0.073, 519.059662
0.065, 519.076294
0.065, 519.093171
0.068, 519.109650
0.068, 519.126435
0.065, 519.143219
0.065, 519.159729
0.083, 519.176575
0.080, 519.193177
0.068, 519.209748
0.058, 519.226349
0.068, 519.243164
0.075, 519.259613
0.075, 519.276429
0.070, 519.293335
