Original Header:

Name: AdcIn_Ch5
This is using channel 5 on the onboard ADC.
The first value is a voltage in mV, and the second value is a time in seconds from epoch.
!@#

CSV Header:

The voltages are now in volts.
The time is in seconds, subtracting off the startTime.
!@#
0.070, 477.643219
0.065, 477.659607
0.046, 477.676484
0.073, 477.693085
0.061, 477.709656
0.075, 477.726380
0.065, 477.743195
0.065, 477.759644
0.068, 477.776215
0.063, 477.793213
0.085, 477.809815
0.070, 477.826386
0.078, 477.843262
0.058, 477.859620
0.068, 477.876282
0.063, 477.893158
0.061, 477.909699
0.070, 477.926423
0.065, 477.943177
0.085, 477.959839
0.063, 477.976380
0.058, 477.993744
0.068, 478.009736
0.058, 478.026337
0.073, 478.043366
0.063, 478.059693
0.070, 478.076233
0.073, 478.093323
0.068, 478.109833
0.083, 478.126435
0.068, 478.143250
0.063, 478.159546
0.065, 478.176514
0.065, 478.193238
0.061, 478.209717
0.058, 478.226258
0.068, 478.244019
0.065, 478.259797
0.041, 478.276520
0.073, 478.293305
0.063, 478.309662
0.075, 478.326325
0.058, 478.343140
0.063, 478.359803
0.073, 478.376343
0.070, 478.393219
0.075, 478.409699
0.061, 478.426392
0.073, 478.443512
0.070, 478.459656
0.078, 478.476441
0.075, 478.493164
0.063, 478.509644
0.075, 478.526368
0.061, 478.543091
0.070, 478.559784
0.070, 478.576233
0.063, 478.593171
0.068, 478.609833
0.065, 478.626404
0.073, 478.643433
0.058, 478.659607
0.051, 478.676392
0.070, 478.693085
0.068, 478.709687
0.070, 478.726410
0.068, 478.743195
0.053, 478.759644
0.063, 478.776429
0.070, 478.793183
0.083, 478.809906
0.061, 478.826294
0.078, 478.843384
0.063, 478.859650
0.065, 478.876313
0.063, 478.893189
0.056, 478.909638
0.085, 478.926575
0.061, 478.943116
0.070, 478.959656
0.068, 478.976227
0.068, 478.993164
0.083, 479.009858
0.068, 479.026307
0.070, 479.043213
0.058, 479.059754
0.051, 479.076447
0.068, 479.093232
0.061, 479.109803
0.075, 479.126465
0.070, 479.143219
0.063, 479.159729
0.070, 479.176514
0.070, 479.193177
0.061, 479.209748
0.063, 479.226258
0.058, 479.243195
0.068, 479.259736
0.078, 479.276398
0.063, 479.293244
0.070, 479.309754
0.051, 479.326477
0.065, 479.343323
0.090, 479.359803
0.065, 479.376374
0.068, 479.393219
0.087, 479.409851
0.061, 479.426362
0.075, 479.443482
0.068, 479.459656
0.073, 479.476380
0.073, 479.493164
0.068, 479.509827
0.073, 479.526520
0.068, 479.543213
0.051, 479.559937
0.068, 479.576203
0.061, 479.593140
0.061, 479.609559
0.070, 479.626404
0.075, 479.643219
0.061, 479.659638
0.058, 479.676453
0.070, 479.693207
0.068, 479.709748
0.083, 479.726502
0.065, 479.743164
0.080, 479.759858
0.063, 479.776368
0.070, 479.793122
0.068, 479.809693
0.058, 479.826477
0.080, 479.843384
0.063, 479.859650
0.068, 479.876374
0.070, 479.893128
0.058, 479.909729
0.075, 479.926575
0.063, 479.943116
0.073, 479.959626
0.070, 479.976410
0.073, 479.993226
0.078, 480.009797
0.063, 480.026398
0.090, 480.043427
0.063, 480.059723
0.061, 480.076508
0.070, 480.093201
0.058, 480.109742
0.041, 480.126313
0.056, 480.143189
0.073, 480.159546
0.068, 480.176484
0.070, 480.193207
0.073, 480.209809
0.063, 480.226410
0.075, 480.243409
0.065, 480.259674
0.053, 480.276459
0.070, 480.293091
0.068, 480.309784
0.070, 480.326508
0.068, 480.343171
0.078, 480.359742
0.065, 480.376343
0.058, 480.393189
0.058, 480.409821
0.063, 480.426270
0.063, 480.443451
0.070, 480.467377
0.065, 480.477784
0.046, 480.494660
0.070, 480.509827
0.068, 480.526276
0.058, 480.543213
0.070, 480.559723
0.090, 480.576539
0.070, 480.593262
0.051, 480.609803
0.063, 480.626374
0.075, 480.643280
0.065, 480.659760
0.075, 480.676270
0.065, 480.693177
0.063, 480.709870
0.075, 480.726471
0.070, 480.743287
0.070, 480.759858
0.073, 480.776276
0.065, 480.793183
0.056, 480.809906
0.063, 480.826355
0.083, 480.843384
0.063, 480.859803
0.073, 480.876282
0.065, 480.893219
0.065, 480.909729
0.070, 480.926453
0.068, 480.943238
0.068, 480.959717
0.061, 480.976319
0.070, 480.993134
0.068, 481.009766
0.065, 481.026429
0.073, 481.043305
0.065, 481.059784
0.063, 481.076264
0.073, 481.093323
0.068, 481.109772
0.075, 481.126343
0.058, 481.143189
0.073, 481.159516
0.063, 481.176514
0.065, 481.193177
0.070, 481.209565
0.061, 481.226380
0.075, 481.243256
0.068, 481.259644
0.053, 481.276429
0.070, 481.293122
0.061, 481.309784
0.073, 481.326386
0.061, 481.343323
0.083, 481.359681
0.068, 481.376374
0.065, 481.393219
0.075, 481.409760
0.068, 481.426484
0.080, 481.443482
0.061, 481.459809
0.075, 481.476441
0.073, 481.493378
0.061, 481.509705
0.075, 481.526368
0.058, 481.543213
0.073, 481.559784
0.073, 481.576233
0.070, 481.593140
0.051, 481.609894
0.068, 481.626374
0.075, 481.643372
0.068, 481.659668
0.053, 481.676362
0.068, 481.693116
0.063, 481.709717
0.080, 481.726563
0.058, 481.743195
0.070, 481.759644
0.063, 481.776215
0.063, 481.793152
0.065, 481.809693
0.063, 481.826355
0.075, 481.843323
0.065, 481.859650
0.070, 481.876374
0.068, 481.893311
0.068, 481.909729
0.075, 481.926392
0.068, 481.943177
0.070, 481.959595
0.070, 481.976258
0.065, 481.993134
0.061, 482.009736
0.063, 482.026276
0.080, 482.043366
0.063, 482.059784
0.075, 482.076355
0.063, 482.093293
0.058, 482.109772
0.080, 482.126496
0.065, 482.143280
0.070, 482.159699
0.073, 482.176484
0.061, 482.193146
0.083, 482.209809
0.058, 482.226349
0.073, 482.243287
0.061, 482.259644
0.070, 482.276276
0.063, 482.293152
0.063, 482.309754
0.080, 482.326355
0.061, 482.343201
0.075, 482.359711
0.073, 482.376343
0.068, 482.393128
0.075, 482.409821
0.058, 482.426423
0.073, 482.443421
0.058, 482.459656
0.080, 482.476319
0.070, 482.493256
0.070, 482.509797
0.080, 482.526368
0.065, 482.543152
0.078, 482.559876
0.073, 482.576294
0.073, 482.593171
0.053, 482.609650
0.063, 482.626252
0.075, 482.643219
0.063, 482.659760
0.087, 482.676514
0.068, 482.693085
0.068, 482.709809
0.046, 482.726593
0.061, 482.743226
0.046, 482.759705
0.061, 482.776276
0.068, 482.793122
0.051, 482.809723
0.061, 482.826386
0.070, 482.844452
0.070, 482.859589
0.068, 482.876282
0.065, 482.893341
0.065, 482.909638
0.073, 482.926453
0.065, 482.943207
0.075, 482.959565
0.070, 482.976563
0.073, 482.993287
0.075, 483.009797
0.065, 483.026307
0.080, 483.043335
0.058, 483.059662
0.080, 483.076355
0.063, 483.093110
0.063, 483.109681
0.083, 483.126465
0.068, 483.143128
0.063, 483.159546
0.075, 483.176392
0.065, 483.193207
0.075, 483.209748
0.068, 483.226380
0.073, 483.243287
0.061, 483.259552
0.073, 483.276276
0.061, 483.293274
0.065, 483.309815
0.070, 483.326325
0.061, 483.343201
0.075, 483.359803
0.070, 483.376221
0.075, 483.393219
0.070, 483.409638
0.063, 483.426362
0.075, 483.443512
0.063, 483.459595
0.085, 483.476319
0.065, 483.493287
0.065, 483.509705
0.080, 483.526368
0.070, 483.543213
0.078, 483.559754
0.073, 483.576233
0.065, 483.593232
0.075, 483.609711
0.070, 483.626374
0.070, 483.643372
0.063, 483.659760
0.053, 483.676453
0.065, 483.693238
0.058, 483.709809
0.075, 483.726502
0.065, 483.743195
0.083, 483.759644
0.070, 483.776307
0.070, 483.793183
0.080, 483.809723
0.061, 483.826477
0.075, 483.843384
0.073, 483.859589
0.075, 483.876435
0.068, 483.893097
0.056, 483.909760
0.075, 483.926575
0.068, 483.943177
0.070, 483.959595
0.073, 483.976471
0.065, 483.993226
0.075, 484.009766
0.068, 484.026276
0.070, 484.043213
0.065, 484.059723
0.048, 484.076477
0.068, 484.093323
0.063, 484.109681
0.051, 484.126404
0.056, 484.143158
0.073, 484.159607
0.070, 484.176514
0.070, 484.193207
0.065, 484.209809
0.065, 484.226288
0.070, 484.243256
0.063, 484.259613
0.068, 484.276307
0.073, 484.293091
0.065, 484.309845
0.083, 484.326630
0.068, 484.343293
0.083, 484.359803
0.068, 484.376221
0.068, 484.393189
0.075, 484.409790
0.061, 484.426300
0.073, 484.443360
0.065, 484.459748
0.051, 484.476349
0.068, 484.493317
0.070, 484.509827
0.075, 484.526368
0.068, 484.543183
0.085, 484.559876
0.070, 484.576355
0.070, 484.593201
0.056, 484.609742
0.063, 484.626496
0.080, 484.643250
0.070, 484.659607
0.058, 484.676392
0.065, 484.693299
0.058, 484.709748
0.080, 484.726532
0.065, 484.743256
0.075, 484.759797
0.070, 484.776246
0.065, 484.793183
0.058, 484.809693
0.061, 484.826233
0.068, 484.843323
0.061, 484.859711
0.051, 484.876435
0.075, 484.893219
0.056, 484.909760
0.073, 484.926392
0.063, 484.943116
0.075, 484.959809
0.065, 484.976105
0.068, 484.993226
0.073, 485.009736
0.063, 485.026276
0.075, 485.043274
0.058, 485.059693
0.070, 485.076325
0.065, 485.093140
0.063, 485.109711
0.070, 485.126404
0.056, 485.143219
0.065, 485.159516
0.056, 485.176484
0.070, 485.193238
0.061, 485.209717
0.056, 485.226441
0.073, 485.243134
0.058, 485.259797
0.041, 485.276459
0.065, 485.293244
0.068, 485.309815
0.075, 485.326447
0.065, 485.343323
0.085, 485.359711
0.068, 485.376343
0.063, 485.393128
0.061, 485.409851
0.065, 485.426453
0.070, 485.444428
0.068, 485.533936
0.063, 485.535828
0.065, 485.538361
0.068, 485.541932
0.041, 485.544556
0.058, 485.546875
0.061, 485.560456
0.068, 485.577668
0.080, 485.593232
0.065, 485.609681
0.078, 485.626526
0.065, 485.643219
0.075, 485.659577
0.073, 485.676423
0.065, 485.693207
0.073, 485.709900
0.065, 485.726410
0.063, 485.743134
0.068, 485.759644
0.078, 485.776581
0.070, 485.793183
0.063, 485.809784
0.080, 485.826600
0.065, 485.843232
0.063, 485.859528
0.075, 485.876221
0.065, 485.893189
0.073, 485.909577
0.068, 485.926300
0.065, 485.943299
0.070, 485.959626
0.075, 485.976319
0.073, 485.993226
0.065, 486.009674
0.083, 486.026337
0.065, 486.043213
0.073, 486.059815
0.075, 486.076233
0.063, 486.093262
0.065, 486.109772
0.056, 486.126343
0.065, 486.143128
0.070, 486.159546
0.080, 486.176514
0.075, 486.193329
0.061, 486.209748
0.070, 486.226471
0.065, 486.243103
0.065, 486.259583
0.065, 486.276368
0.063, 486.293213
0.068, 486.309601
0.065, 486.326233
0.075, 486.343110
0.070, 486.359620
0.080, 486.376435
0.068, 486.393219
0.065, 486.409729
0.078, 486.426484
0.063, 486.443360
0.080, 486.459809
0.068, 486.476258
0.063, 486.493226
0.068, 486.509736
0.063, 486.526276
0.073, 486.543122
0.065, 486.559723
0.078, 486.576630
0.073, 486.593201
0.063, 486.609742
0.046, 486.626496
0.056, 486.643189
0.073, 486.659638
0.068, 486.676484
0.065, 486.693177
0.073, 486.709748
0.063, 486.726471
0.061, 486.743103
0.070, 486.759766
0.070, 486.776459
0.068, 486.793244
0.058, 486.809784
0.070, 486.827973
0.056, 486.843232
0.075, 486.859559
0.070, 486.876404
0.061, 486.893128
0.078, 486.909790
0.070, 486.926423
0.068, 486.943177
0.065, 486.959534
0.080, 486.976502
0.063, 486.993195
0.063, 487.009736
0.065, 487.026276
0.061, 487.043244
0.075, 487.059815
0.070, 487.076539
0.061, 487.093201
0.063, 487.109772
0.058, 487.126404
0.075, 487.143097
0.063, 487.159668
0.068, 487.176331
0.063, 487.193085
0.061, 487.209809
0.070, 487.226441
0.070, 487.243348
0.065, 487.259552
0.075, 487.276246
0.061, 487.293213
0.075, 487.309876
0.063, 487.326508
0.068, 487.343232
0.068, 487.359650
0.068, 487.376526
0.073, 487.393097
0.065, 487.409577
0.073, 487.426331
0.063, 487.443482
0.053, 487.459748
0.073, 487.476441
0.058, 487.493164
0.065, 487.509766
0.063, 487.526246
0.068, 487.543061
0.063, 487.559784
0.078, 487.577759
0.075, 487.593079
0.063, 487.609681
0.078, 487.626465
0.068, 487.643158
0.068, 487.659638
0.068, 487.676484
0.070, 487.693177
0.068, 487.709687
0.065, 487.726227
0.065, 487.743378
0.063, 487.759583
0.083, 487.776490
0.073, 487.793091
0.058, 487.809723
0.048, 487.827759
0.065, 487.843323
0.068, 487.859681
0.063, 487.876435
0.068, 487.893128
0.073, 487.909516
0.065, 487.926270
0.070, 487.943146
0.075, 487.959626
0.075, 487.976532
0.073, 487.993226
0.065, 488.009736
0.078, 488.026490
0.065, 488.043122
0.078, 488.059662
0.070, 488.076386
0.058, 488.093262
0.075, 488.109620
0.065, 488.126282
0.075, 488.143372
0.063, 488.159638
0.083, 488.176514
0.063, 488.193329
0.065, 488.209809
0.073, 488.226471
0.070, 488.243134
0.065, 488.259583
0.075, 488.276215
0.070, 488.293183
0.068, 488.309754
0.063, 488.327729
0.070, 488.343140
0.061, 488.359711
0.073, 488.376465
0.070, 488.393219
0.070, 488.409638
0.065, 488.426270
0.063, 488.443268
0.073, 488.459595
0.065, 488.476410
0.063, 488.493256
0.075, 488.509552
0.061, 488.526459
0.070, 488.543183
0.070, 488.559632
0.075, 488.578003
0.075, 488.593140
0.063, 488.609803
0.056, 488.626313
0.063, 488.643311
0.078, 488.659790
0.070, 488.676392
0.063, 488.693177
0.073, 488.709748
0.065, 488.726410
0.073, 488.743134
0.068, 488.759613
0.078, 488.776490
0.068, 488.793335
0.065, 488.809662
0.080, 488.827912
0.056, 488.843171
0.070, 488.859589
0.073, 488.876404
0.065, 488.893189
0.065, 488.909546
0.065, 488.926423
0.065, 488.943482
0.068, 488.959717
0.080, 488.976563
0.075, 488.993226
0.058, 489.009552
0.048, 489.026337
0.061, 489.043305
0.068, 489.059784
0.068, 489.077912
0.063, 489.093171
0.068, 489.109589
0.068, 489.126465
0.073, 489.143189
0.065, 489.159790
0.085, 489.176484
0.075, 489.193207
0.063, 489.209748
0.078, 489.226502
0.070, 489.243317
0.075, 489.259644
0.063, 489.276429
0.065, 489.293183
0.070, 489.309815
0.063, 489.327729
0.075, 489.343140
0.068, 489.359803
0.087, 489.376343
0.078, 489.393189
0.068, 489.409638
0.048, 489.426545
0.056, 489.444458
0.053, 489.459748
0.075, 489.476410
0.070, 489.493164
0.070, 489.509705
0.070, 489.526368
0.063, 489.543335
0.061, 489.559693
0.080, 489.577881
0.075, 489.593110
0.058, 489.609742
0.051, 489.626435
0.063, 489.643219
0.065, 489.659546
0.065, 489.676484
0.065, 489.693116
0.080, 489.709809
0.058, 489.726502
0.073, 489.743287
0.065, 489.759705
0.073, 489.776398
0.073, 489.793183
0.070, 489.809693
0.056, 489.827973
0.070, 489.843171
0.068, 489.859650
0.065, 489.876374
0.056, 489.893067
0.078, 489.909546
0.065, 489.926392
0.068, 489.943177
0.065, 489.959595
0.053, 489.976380
0.068, 489.993195
0.070, 490.009736
0.073, 490.026490
0.065, 490.043152
0.078, 490.059693
0.068, 490.077912
0.068, 490.093171
0.070, 490.109803
0.070, 490.126435
0.068, 490.143219
0.068, 490.159638
0.083, 490.176606
0.068, 490.193116
0.065, 490.209687
0.075, 490.226380
0.070, 490.243195
0.073, 490.259522
0.065, 490.276459
0.061, 490.293244
0.070, 490.309571
0.061, 490.327729
0.065, 490.343140
0.061, 490.359772
0.058, 490.376404
0.080, 490.393189
0.061, 490.409546
0.070, 490.426545
0.065, 490.444458
0.065, 490.488343
0.065, 490.490082
0.065, 490.494477
0.063, 490.509674
0.068, 490.530121
0.073, 490.543335
0.065, 490.559754
0.075, 490.577301
0.073, 490.593110
0.078, 490.609772
0.070, 490.626526
0.068, 490.643097
0.058, 490.659729
0.063, 490.676423
0.073, 490.693299
0.075, 490.709626
0.061, 490.726258
0.070, 490.743226
0.058, 490.759644
0.065, 490.776520
0.061, 490.793213
0.065, 490.809571
0.063, 490.827790
0.063, 490.843140
0.073, 490.859894
0.063, 490.876404
0.075, 490.893341
0.068, 490.909729
0.065, 490.926453
0.073, 490.943299
0.061, 490.959626
0.053, 490.976563
0.061, 490.993226
0.063, 491.009552
0.063, 491.026246
0.058, 491.043213
0.073, 491.059876
0.065, 491.077820
0.075, 491.093232
0.068, 491.109742
0.070, 491.126465
0.070, 491.143189
0.061, 491.159699
0.061, 491.176545
0.068, 491.193177
0.075, 491.209717
0.065, 491.226380
0.061, 491.243103
0.075, 491.259705
0.061, 491.276307
0.063, 491.293305
0.073, 491.309723
0.063, 491.327790
0.075, 491.343384
0.065, 491.359711
0.078, 491.376435
0.063, 491.393097
0.070, 491.409790
0.075, 491.426545
0.061, 491.443482
0.068, 491.459717
0.058, 491.476441
0.061, 491.493134
0.070, 491.509583
0.073, 491.526246
0.085, 491.543335
0.063, 491.559723
0.087, 491.577210
0.058, 491.593171
0.075, 491.609833
0.068, 491.626404
0.058, 491.643219
0.053, 491.659699
0.063, 491.676239
0.068, 491.693421
0.078, 491.709687
0.061, 491.726258
0.070, 491.743134
0.058, 491.759583
0.073, 491.776246
0.065, 491.793305
0.075, 491.809693
0.068, 491.827729
0.065, 491.843232
0.073, 491.859894
0.065, 491.876343
0.063, 491.893189
0.061, 491.909607
0.065, 491.926270
0.070, 491.943329
0.068, 491.959687
0.061, 491.976349
0.063, 491.993195
0.075, 492.009827
0.065, 492.026520
0.061, 492.043122
0.083, 492.059693
0.058, 492.077668
0.068, 492.093201
0.063, 492.109772
0.075, 492.126435
0.078, 492.143311
0.068, 492.159638
0.068, 492.176239
0.058, 492.193207
0.073, 492.209809
0.068, 492.226288
0.065, 492.243103
0.070, 492.259766
0.061, 492.276459
0.070, 492.293305
0.075, 492.309784
0.068, 492.327912
0.083, 492.343384
0.063, 492.359650
0.075, 492.376465
0.061, 492.393250
0.070, 492.409821
0.075, 492.426362
0.068, 492.443299
0.075, 492.459870
0.063, 492.476410
0.068, 492.493103
0.065, 492.509491
0.061, 492.526246
0.068, 492.543183
0.063, 492.559632
0.063, 492.577576
0.070, 492.593262
0.073, 492.609589
0.063, 492.626465
0.063, 492.643067
0.075, 492.659821
0.068, 492.676300
0.065, 492.693238
0.065, 492.709717
0.065, 492.726502
0.068, 492.743164
0.065, 492.759644
0.068, 492.776398
0.065, 492.793213
0.078, 492.809693
0.063, 492.827820
0.063, 492.843201
0.053, 492.859681
0.058, 492.876374
0.075, 492.893311
0.063, 492.909516
0.070, 492.926239
0.073, 492.943146
0.068, 492.959626
0.068, 492.976288
0.061, 492.993256
0.068, 493.009705
0.073, 493.026490
0.065, 493.043244
0.073, 493.059815
0.063, 493.077790
0.070, 493.093323
0.073, 493.109620
0.065, 493.126221
0.058, 493.143311
0.068, 493.159638
0.080, 493.176606
0.063, 493.193146
0.073, 493.209748
0.063, 493.226502
0.065, 493.243348
0.080, 493.259858
0.068, 493.276276
0.063, 493.293091
0.078, 493.309571
0.068, 493.327820
0.073, 493.343232
0.063, 493.359589
0.058, 493.376496
0.068, 493.393097
0.075, 493.409790
0.070, 493.426423
0.058, 493.443482
0.065, 493.459565
0.065, 493.476441
0.070, 493.493287
0.065, 493.509888
0.065, 493.526337
0.070, 493.543183
0.063, 493.559662
0.065, 493.577912
0.065, 493.593262
0.073, 493.609772
0.070, 493.626313
0.070, 493.643097
0.075, 493.659882
0.061, 493.676392
0.070, 493.693177
0.070, 493.709778
0.065, 493.726441
0.075, 493.743103
0.061, 493.759705
0.061, 493.776276
0.058, 493.793183
0.065, 493.809784
0.058, 493.827668
0.063, 493.843201
0.083, 493.859833
0.063, 493.876435
0.073, 493.893158
0.063, 493.909577
0.058, 493.926392
0.073, 493.943299
0.058, 493.959687
0.051, 493.976441
0.065, 493.993164
0.070, 494.009705
0.070, 494.026490
0.061, 494.043122
0.075, 494.059693
0.065, 494.077973
0.075, 494.093323
0.070, 494.109620
0.073, 494.126435
0.063, 494.143128
0.065, 494.159638
0.065, 494.176545
0.065, 494.193207
0.078, 494.209839
0.070, 494.226319
0.058, 494.243195
0.075, 494.259858
0.061, 494.276246
0.070, 494.293244
0.075, 494.309754
0.063, 494.327790
0.073, 494.343293
0.065, 494.359650
0.068, 494.376313
0.068, 494.392975
0.068, 494.409607
0.073, 494.426484
0.070, 494.443329
0.068, 494.459778
0.063, 494.476258
0.065, 494.493195
0.073, 494.509644
0.068, 494.526429
0.063, 494.543366
0.061, 494.559693
0.083, 494.577881
0.063, 494.593201
0.065, 494.609803
0.065, 494.626313
0.065, 494.643128
0.078, 494.659729
0.056, 494.676453
0.070, 494.693299
0.073, 494.709626
0.070, 494.726441
0.065, 494.743287
0.065, 494.759674
0.058, 494.776459
0.070, 494.793183
0.063, 494.809815
0.065, 494.827912
0.065, 494.843140
0.073, 494.859803
0.058, 494.876313
0.065, 494.893219
0.070, 494.909485
0.073, 494.926331
0.063, 494.943299
0.061, 494.959656
0.056, 494.976380
0.063, 494.993134
0.073, 495.009797
0.070, 495.026368
0.058, 495.043183
0.085, 495.059693
0.061, 495.077912
0.070, 495.093171
0.070, 495.109497
0.063, 495.126282
0.075, 495.143250
0.065, 495.159729
0.056, 495.176453
0.061, 495.193238
0.063, 495.209839
0.070, 495.226288
0.065, 495.243164
0.051, 495.259736
0.061, 495.276276
0.070, 495.293152
0.065, 495.309632
0.058, 495.327912
0.075, 495.343354
0.061, 495.359589
0.075, 495.376374
0.061, 495.393219
0.065, 495.409760
0.068, 495.426453
0.065, 495.443634
0.073, 495.459809
0.068, 495.551484
0.070, 495.553864
0.068, 495.559113
0.046, 495.560975
0.073, 495.563599
0.078, 495.565979
0.075, 495.579346
0.078, 495.593232
0.061, 495.609620
0.065, 495.626404
0.073, 495.643189
0.061, 495.659760
0.075, 495.676239
0.063, 495.693360
0.063, 495.709595
0.070, 495.726227
0.070, 495.743164
0.065, 495.759522
0.068, 495.776337
0.051, 495.793366
0.073, 495.809784
0.058, 495.830750
0.080, 495.843415
0.068, 495.859650
0.065, 495.876465
0.073, 495.893067
0.068, 495.909577
0.075, 495.926453
0.061, 495.943207
0.078, 495.959748
0.070, 495.976471
0.083, 495.993226
0.070, 496.009644
0.058, 496.026307
0.070, 496.043183
0.063, 496.059784
0.065, 496.077851
0.063, 496.093262
0.063, 496.109803
0.078, 496.126435
0.056, 496.143219
0.063, 496.159577
0.073, 496.176270
0.075, 496.193268
0.063, 496.209839
0.065, 496.226319
0.070, 496.243226
0.061, 496.259766
0.068, 496.276398
0.070, 496.293091
0.065, 496.309571
0.070, 496.327851
0.061, 496.343201
0.073, 496.359864
0.063, 496.376252
0.070, 496.393341
0.070, 496.409699
0.070, 496.426423
0.056, 496.443421
0.058, 496.459656
0.068, 496.476227
0.075, 496.493317
0.070, 496.509552
0.075, 496.526337
0.065, 496.543335
0.065, 496.559601
0.058, 496.577790
0.043, 496.593262
0.068, 496.609620
0.065, 496.626404
0.075, 496.643158
0.063, 496.659577
0.073, 496.676362
0.070, 496.693146
0.061, 496.709626
0.073, 496.726258
0.063, 496.743226
0.073, 496.759522
0.063, 496.776398
0.070, 496.793396
0.070, 496.809815
0.063, 496.827851
0.070, 496.843232
0.058, 496.859772
0.075, 496.876282
0.070, 496.893219
0.070, 496.909546
0.073, 496.926453
0.063, 496.943177
0.075, 496.959870
0.070, 496.976349
0.075, 496.993195
0.070, 497.009827
0.058, 497.026215
0.075, 497.043427
0.058, 497.059632
0.063, 497.077820
0.073, 497.093201
0.068, 497.109559
0.078, 497.126343
0.061, 497.143097
0.070, 497.159577
0.058, 497.176484
0.068, 497.193299
0.070, 497.209626
0.063, 497.226349
0.068, 497.243195
0.065, 497.259644
0.075, 497.276368
0.073, 497.293122
0.068, 497.309571
0.063, 497.327942
0.065, 497.343171
0.070, 497.359650
0.087, 497.376404
0.087, 497.393280
0.070, 497.409729
0.068, 497.426270
0.068, 497.443695
0.065, 497.459687
0.070, 497.476410
0.065, 497.493134
0.065, 497.509583
0.078, 497.526490
0.063, 497.543122
0.073, 497.559632
0.070, 497.577393
0.041, 497.593323
0.065, 497.609864
0.068, 497.626374
0.053, 497.643341
0.058, 497.659760
0.070, 497.676453
0.070, 497.693177
0.063, 497.709687
0.073, 497.726410
0.061, 497.743226
0.075, 497.759674
0.065, 497.776276
0.068, 497.793244
0.065, 497.809754
0.065, 497.827393
0.065, 497.843140
0.065, 497.859742
0.080, 497.876435
0.070, 497.893250
0.065, 497.909638
0.068, 497.926392
0.061, 497.943268
0.078, 497.959656
0.068, 497.976288
0.078, 497.994721
0.090, 498.009888
0.061, 498.026307
0.073, 498.043274
0.065, 498.059693
0.073, 498.077698
0.070, 498.093201
0.061, 498.109589
0.078, 498.126343
0.065, 498.143158
0.068, 498.159607
0.065, 498.176239
0.080, 498.193421
0.070, 498.209687
0.061, 498.226288
0.056, 498.243287
0.065, 498.259644
0.068, 498.276459
0.065, 498.293244
0.061, 498.309601
0.078, 498.327210
0.061, 498.343201
0.073, 498.359742
0.065, 498.376343
0.080, 498.393372
0.065, 498.409668
0.068, 498.426331
0.073, 498.443268
0.065, 498.459595
0.068, 498.476258
0.065, 498.493195
0.065, 498.509552
0.070, 498.526398
0.068, 498.543183
0.070, 498.559571
0.070, 498.577546
0.046, 498.593262
0.070, 498.609833
0.065, 498.626374
0.078, 498.643372
0.058, 498.659760
0.080, 498.676453
0.073, 498.693207
0.068, 498.709595
0.073, 498.726471
0.063, 498.743195
0.073, 498.759705
0.063, 498.776429
0.073, 498.793305
0.068, 498.809723
0.063, 498.827454
0.078, 498.843171
0.068, 498.859650
0.073, 498.876496
0.063, 498.893189
0.063, 498.909546
0.080, 498.926392
0.065, 498.943177
0.075, 498.959870
0.073, 498.976227
0.048, 498.993226
0.061, 499.009705
0.065, 499.026398
0.075, 499.043305
0.061, 499.059571
0.061, 499.077515
0.068, 499.093293
0.065, 499.109559
0.083, 499.126465
0.061, 499.143219
0.068, 499.159577
0.065, 499.176392
0.068, 499.193177
0.070, 499.209870
0.058, 499.226441
0.073, 499.243256
0.070, 499.259613
0.078, 499.276398
0.070, 499.293091
0.068, 499.309632
0.070, 499.327210
0.068, 499.343171
0.070, 499.359742
0.075, 499.376496
0.073, 499.393250
0.063, 499.409546
0.063, 499.426392
0.090, 499.443634
0.068, 499.459595
0.075, 499.476380
0.073, 499.493103
0.065, 499.509552
0.070, 499.526398
0.061, 499.543183
0.070, 499.559601
0.063, 499.577362
0.080, 499.593445
0.073, 499.609711
0.061, 499.626313
0.070, 499.643372
0.063, 499.659638
0.078, 499.676545
0.075, 499.693268
0.065, 499.709626
0.085, 499.726471
0.061, 499.743317
0.070, 499.759552
0.065, 499.776520
0.078, 499.793305
0.070, 499.809601
0.063, 499.827240
0.073, 499.843171
0.061, 499.859772
0.075, 499.876191
0.068, 499.893189
0.065, 499.909577
0.073, 499.926484
0.063, 499.943146
0.056, 499.959778
0.061, 499.976441
0.068, 499.993287
0.068, 500.009797
0.063, 500.026307
0.068, 500.043152
0.063, 500.059693
0.065, 500.076752
0.063, 500.093110
0.065, 500.109772
0.080, 500.126526
0.065, 500.143219
0.068, 500.159607
0.063, 500.176270
0.075, 500.193207
0.068, 500.209748
0.063, 500.226349
0.068, 500.243164
0.061, 500.259766
0.070, 500.276429
0.068, 500.293122
0.068, 500.309571
0.068, 500.326752
0.058, 500.343201
0.080, 500.359772
0.070, 500.376313
0.073, 500.393341
0.070, 500.409638
0.063, 500.426239
0.068, 500.443360
0.065, 500.459778
0.070, 500.514801
0.063, 500.517212
0.061, 500.520600
0.078, 500.530671
0.048, 500.543427
0.061, 500.559845
0.061, 500.576844
0.063, 500.593232
0.073, 500.609803
0.078, 500.626221
0.065, 500.643891
0.065, 500.659729
0.063, 500.676423
0.070, 500.693238
0.065, 500.709565
0.068, 500.726380
0.078, 500.743226
0.058, 500.759583
